car_name,car_link,brand_name,status,brand_link,tag_price,transaction_price,car_detail_name_name,oem_name_final
传祺ES9,https://www.autohome.com.cn/7331/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,22.98-26.98万元,22.98-26.98万,传祺ES9,广汽乘用车
传祺M6,https://www.autohome.com.cn/4662/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,11.98-15.98万元,9.98-14.98万,传祺M6,广汽乘用车
传祺E8,https://www.autohome.com.cn/7796/#pvareaid=6834145,广汽传祺(525),在售,https://car.autohome.com.cn/price/brand-82.html,16.68-17.98万元,16.68-17.98万,传祺E8,广汽乘用车
传祺E8新能源,https://www.autohome.com.cn/7329/#pvareaid=6834145,广汽传祺(525),在售,https://car.autohome.com.cn/price/brand-82.html,20.98-23.58万元,20.98-23.58万,传祺E8新能源,广汽乘用车
传祺E9,https://www.autohome.com.cn/6869/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,31.98-40.98万元,31.98-79.90万,传祺E9,广汽乘用车
传祺M8,https://www.autohome.com.cn/4174/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,17.98-34.28万元,16.98-33.28万,传祺M8,广汽乘用车
传祺GA3,https://www.autohome.com.cn/3069/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,N/A,N/A,,N/A
传祺GA3S视界,https://www.autohome.com.cn/3524/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,N/A,N/A,,N/A
传祺GA4,https://www.autohome.com.cn/4630/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,N/A,N/A,,N/A
传祺GA5,https://www.autohome.com.cn/2141/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,N/A,N/A,,N/A
传祺GA5新能源,https://www.autohome.com.cn/4340/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,N/A,N/A,,N/A
传祺GA6,https://www.autohome.com.cn/3349/#pvareaid=6834145,广汽传祺(525),停售,https://car.autohome.com.cn/price/brand-82-0-3-1.html,N/A,N/A,,N/A
绎乐,https://www.autohome.com.cn/5953/#pvareaid=6834145,广汽集团(24),在售,https://car.autohome.com.cn/price/brand-329.html,16.78-18.98万元,13.78-15.98万,绎乐,广汽本田
世锐PHEV,https://www.autohome.com.cn/4985/#pvareaid=6834145,广汽集团(24),停售,https://car.autohome.com.cn/price/brand-329-0-3-1.html,N/A,N/A,,N/A
广汽丰田iA5,https://www.autohome.com.cn/5372/#pvareaid=6834145,广汽集团(24),停售,https://car.autohome.com.cn/price/brand-329-0-3-1.html,N/A,N/A,,N/A
广汽ix4,https://www.autohome.com.cn/4793/#pvareaid=6834145,广汽集团(24),停售,https://car.autohome.com.cn/price/brand-329-0-3-1.html,N/A,N/A,,N/A
祺智EV,https://www.autohome.com.cn/4932/#pvareaid=6834145,广汽集团(24),停售,https://car.autohome.com.cn/price/brand-329-0-3-1.html,N/A,N/A,,N/A
祺智PHEV,https://www.autohome.com.cn/4431/#pvareaid=6834145,广汽集团(24),停售,https://car.autohome.com.cn/price/brand-329-0-3-1.html,N/A,N/A,,N/A
哈弗H6,https://www.autohome.com.cn/2123/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,9.89-14.69万元,7.89-12.99万,哈弗H6,长城汽车
哈弗H6新能源,https://www.autohome.com.cn/6543/#pvareaid=6834145,哈弗(941),即将销售,https://car.autohome.com.cn/price/brand-181-0-2-1.html,15.98-17.38万元,13.98-15.38万,哈弗H6新能源,长城汽车
哈弗M6,https://www.autohome.com.cn/4485/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,7.19-9.29万元,6.19-8.69万,哈弗M6,长城汽车
哈弗赤兔,https://www.autohome.com.cn/6048/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,8.28-12.88万元,8.28-12.88万,哈弗赤兔,长城汽车
哈弗大狗,https://www.autohome.com.cn/5770/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,12.39-14.99万元,9.89-12.49万,哈弗大狗,长城汽车
哈弗猛龙新能源,https://www.autohome.com.cn/7298/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,16.58-19.28万元,16.18-18.88万,哈弗猛龙新能源,长城汽车
哈弗神兽,https://www.autohome.com.cn/6299/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,13.00-16.70万元,11.50-15.20万,哈弗神兽,长城汽车
哈弗枭龙,https://www.autohome.com.cn/7147/#pvareaid=6834145,哈弗(941),在售,https://car.autohome.com.cn/price/brand-181.html,13.98-15.68万元,12.98-14.68万,哈弗枭龙,长城汽车
哈弗二代大狗,https://www.autohome.com.cn/6926/#pvareaid=6834145,哈弗(941),在售,https://car.autohome.com.cn/price/brand-181.html,13.58-15.68万元,12.98-15.08万,哈弗二代大狗,长城汽车
哈弗二代大狗新能源,https://www.autohome.com.cn/6900/#pvareaid=6834145,哈弗(941),在售,https://car.autohome.com.cn/price/brand-181.html,16.28-17.98万元,15.68-17.38万,哈弗二代大狗新能源,长城汽车
哈弗枭龙MAX,https://www.autohome.com.cn/7150/#pvareaid=6834145,哈弗(941),在售,https://car.autohome.com.cn/price/brand-181.html,15.98-17.98万元,14.98-16.98万,哈弗枭龙MAX,长城汽车
哈弗H9,https://www.autohome.com.cn/3298/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,21.48-27.98万元,19.48-25.98万,哈弗H9,长城汽车
哈弗H5,https://www.autohome.com.cn/7092/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,12.28-15.78万元,11.78-15.28万,哈弗H5,长城汽车
哈弗H1,https://www.autohome.com.cn/3454/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,N/A,N/A,,N/A
哈弗H2,https://www.autohome.com.cn/2615/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,N/A,N/A,,N/A
哈弗H2s,https://www.autohome.com.cn/4168/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,N/A,N/A,,N/A
哈弗F5,https://www.autohome.com.cn/4792/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,N/A,N/A,,N/A
哈弗F7,https://www.autohome.com.cn/4898/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,N/A,N/A,,N/A
哈弗F7x,https://www.autohome.com.cn/4984/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,N/A,N/A,,N/A
哈弗H3,https://www.autohome.com.cn/395/#pvareaid=6834145,哈弗(941),停售,https://car.autohome.com.cn/price/brand-181-0-3-1.html,N/A,N/A,,N/A
昊铂GT,https://www.autohome.com.cn/7084/#pvareaid=6834145,昊铂(28),停售,https://car.autohome.com.cn/price/brand-590-0-3-1.html,20.39-25.99万元,18.99-25.99万,昊铂GT,昊铂
昊铂HT,https://www.autohome.com.cn/7395/#pvareaid=6834145,昊铂(28),停售,https://car.autohome.com.cn/price/brand-590-0-3-1.html,21.39-32.99万元,21.39-32.99万,昊铂HT,昊铂
昊铂SSR,https://www.autohome.com.cn/6934/#pvareaid=6834145,昊铂(28),在售,https://car.autohome.com.cn/price/brand-590.html,128.60-168.60万元,128.60-168.60万,昊铂SSR,昊铂
合创A06,https://www.autohome.com.cn/6502/#pvareaid=6834145,合创汽车(31),在售,https://car.autohome.com.cn/price/brand-376.html,13.98-26.98万元,N/A,合创A06,合创汽车
合创Z03,https://www.autohome.com.cn/6157/#pvareaid=6834145,合创汽车(31),停售,https://car.autohome.com.cn/price/brand-376-0-3-1.html,13.48-18.28万元,N/A,合创Z03,合创汽车
合创007,https://www.autohome.com.cn/5322/#pvareaid=6834145,合创汽车(31),停售,https://car.autohome.com.cn/price/brand-376-0-3-1.html,29.98万元,N/A,合创007,合创汽车
合创V09,https://www.autohome.com.cn/6501/#pvareaid=6834145,合创汽车(31),在售,https://car.autohome.com.cn/price/brand-376.html,31.88-43.88万元,N/A,合创V09,合创汽车
红旗E-QM5,https://www.autohome.com.cn/6002/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,16.58-23.98万元,16.58-23.98万,红旗E-QM5,一汽红旗
红旗H5,https://www.autohome.com.cn/4410/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,15.98-22.58万元,12.98-19.58万,红旗H5,一汽红旗
红旗H6,https://www.autohome.com.cn/6460/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,17.98-23.98万元,15.48-21.48万,红旗H6,一汽红旗
红旗EH7,https://www.autohome.com.cn/7245/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,22.98-30.98万元,22.98-30.98万,红旗EH7,一汽红旗
红旗H9,https://www.autohome.com.cn/5566/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,30.98-86.00万元,25.98-81.00万,红旗H9,一汽红旗
红旗国礼,https://www.autohome.com.cn/3108/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,718.00万元,N/A,红旗国礼,一汽红旗
红旗HS3,https://www.autohome.com.cn/7130/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,14.58-19.58万元,12.08-17.08万,红旗HS3,一汽红旗
红旗HS5,https://www.autohome.com.cn/5048/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,18.38-24.98万元,15.38-21.98万,红旗HS5,一汽红旗
红旗HS7,https://www.autohome.com.cn/4150/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,25.58-33.58万元,23.58-31.58万,红旗HS7,一汽红旗
红旗E-HS9,https://www.autohome.com.cn/5425/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,50.98-77.98万元,50.98-77.98万,红旗E-HS9,一汽红旗
红旗国耀,https://www.autohome.com.cn/6461/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,136.58-146.58万元,136.58-146.58万,红旗国耀,一汽红旗
红旗HQ9,https://www.autohome.com.cn/6726/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,35.88-53.88万元,35.88-53.88万,红旗HQ9,一汽红旗
红旗HQ9 PHEV,https://www.autohome.com.cn/7380/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,35.88-53.88万元,35.88-53.88万,红旗HQ9 PHEV,一汽红旗
红旗国悦,https://www.autohome.com.cn/7156/#pvareaid=6834145,红旗(247),在售,https://car.autohome.com.cn/price/brand-91.html,46.80-59.80万元,46.80-59.80万,红旗国悦,一汽红旗
红旗国雅,https://www.autohome.com.cn/7672/#pvareaid=6834145,红旗(247),即将销售,https://car.autohome.com.cn/price/brand-91-0-2-1.html,暂无,N/A,红旗国雅,一汽红旗
红旗HS3 PHEV,https://www.autohome.com.cn/7673/#pvareaid=6834145,红旗(247),即将销售,https://car.autohome.com.cn/price/brand-91-0-2-1.html,暂无,N/A,红旗HS3 PHEV,一汽红旗
红旗EHS7,https://www.autohome.com.cn/6913/#pvareaid=6834145,红旗(247),即将销售,https://car.autohome.com.cn/price/brand-91-0-2-1.html,暂无,N/A,红旗EHS7,一汽红旗
红旗HS7 PHEV,https://www.autohome.com.cn/7590/#pvareaid=6834145,红旗(247),即将销售,https://car.autohome.com.cn/price/brand-91-0-2-1.html,31.58-34.58万元,26.26-29.26万,红旗HS7 PHEV,一汽红旗
红旗S9,https://www.autohome.com.cn/5424/#pvareaid=6834145,红旗(247),即将销售,https://car.autohome.com.cn/price/brand-91-0-2-1.html,1500.00万元,N/A,红旗S9,一汽红旗
新明仕,https://www.autohome.com.cn/556/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,N/A,N/A,,N/A
红旗H7,https://www.autohome.com.cn/2771/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,N/A,N/A,,N/A
红旗盛世,https://www.autohome.com.cn/428/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,N/A,N/A,,N/A
红旗E-HS3,https://www.autohome.com.cn/4789/#pvareaid=6834145,红旗(247),停售,https://car.autohome.com.cn/price/brand-91-0-3-1.html,N/A,N/A,,N/A
问界M5,https://www.autohome.com.cn/6388/#pvareaid=6834145,鸿蒙智行(49),停售,https://car.autohome.com.cn/price/brand-509-0-3-1.html,24.98-27.98万元,24.68-27.68万,问界M5,AITO 问界
问界M7,https://www.autohome.com.cn/6643/#pvareaid=6834145,鸿蒙智行(49),停售,https://car.autohome.com.cn/price/brand-509-0-3-1.html,24.98-32.98万元,23.48-32.68万,问界M7,AITO 问界
问界M9,https://www.autohome.com.cn/7207/#pvareaid=6834145,鸿蒙智行(49),在售,https://car.autohome.com.cn/price/brand-509.html,46.98-56.98万元,46.98-56.98万,问界M9,AITO 问界
智界S7,https://www.autohome.com.cn/7355/#pvareaid=6834145,鸿蒙智行(49),在售,https://car.autohome.com.cn/price/brand-509.html,24.98-34.98万元,24.98-34.98万,智界S7,LUXEED 智界
享界S9,https://www.autohome.com.cn/7630/#pvareaid=6834145,鸿蒙智行(49),即将销售,https://car.autohome.com.cn/price/brand-509-0-2-1.html,45.00-55.00万元,45.00-55.00万,享界S9,北汽新能源
智界R7,https://www.autohome.com.cn/7730/#pvareaid=6834145,鸿蒙智行(49),即将销售,https://car.autohome.com.cn/price/brand-509-0-2-1.html,暂无,N/A,智界R7,LUXEED 智界
奇瑞iCAR 03,https://www.autohome.com.cn/7069/#pvareaid=6834145,iCAR(20),在售,https://car.autohome.com.cn/price/brand-476.html,10.98-16.98万元,10.98-16.98万,奇瑞iCAR 03,奇瑞新能源
奇瑞iCAR 03T,https://www.autohome.com.cn/7682/#pvareaid=6834145,iCAR(20),即将销售,https://car.autohome.com.cn/price/brand-476-0-2-1.html,暂无,N/A,奇瑞iCAR 03T,奇瑞新能源
奇瑞iCAR V23,https://www.autohome.com.cn/7649/#pvareaid=6834145,iCAR(20),即将销售,https://car.autohome.com.cn/price/brand-476-0-2-1.html,暂无,N/A,奇瑞iCAR V23,奇瑞新能源
极狐 阿尔法S5,https://www.autohome.com.cn/7327/#pvareaid=6834145,ARCFOX极狐(82),即将销售,https://car.autohome.com.cn/price/brand-272-0-2-1.html,17.68-21.68万元,15.18-19.18万,极狐 阿尔法S5,北汽新能源
极狐 阿尔法S(ARCFOX αS),https://www.autohome.com.cn/5824/#pvareaid=6834145,ARCFOX极狐(82),停售,https://car.autohome.com.cn/price/brand-272-0-3-1.html,18.98-32.98万元,17.48-32.98万,极狐 阿尔法S(ARCFOX αS),北汽新能源
极狐 阿尔法T(ARCFOX αT),https://www.autohome.com.cn/5590/#pvareaid=6834145,ARCFOX极狐(82),停售,https://car.autohome.com.cn/price/brand-272-0-3-1.html,18.58-28.08万元,17.08-28.08万,极狐 阿尔法T(ARCFOX αT),北汽新能源
极狐 阿尔法T5(ARCFOX αT5),https://www.autohome.com.cn/7125/#pvareaid=6834145,ARCFOX极狐(82),在售,https://car.autohome.com.cn/price/brand-272.html,15.58-19.98万元,13.08-17.48万,极狐 阿尔法T5(ARCFOX αT5),北汽新能源
极狐考拉,https://www.autohome.com.cn/7120/#pvareaid=6834145,ARCFOX极狐(82),在售,https://car.autohome.com.cn/price/brand-272.html,11.98-16.98万元,11.98-15.88万,极狐考拉,北汽新能源
极狐考拉S,https://www.autohome.com.cn/7797/#pvareaid=6834145,ARCFOX极狐(82),即将销售,https://car.autohome.com.cn/price/brand-272-0-2-1.html,暂无,N/A,极狐考拉S,北汽新能源
牧马人,https://www.autohome.com.cn/121/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,49.99-57.99万元,49.99-57.99万,牧马人,Jeep(进口)
牧马人新能源,https://www.autohome.com.cn/5574/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,58.49-64.99万元,58.49-64.99万,牧马人新能源,Jeep(进口)
大切诺基新能源(进口),https://www.autohome.com.cn/6293/#pvareaid=6834145,Jeep(434),在售,https://car.autohome.com.cn/price/brand-46.html,64.99-74.99万元,46.99-54.99万,大切诺基新能源(进口),Jeep(进口)
角斗士,https://www.autohome.com.cn/2811/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,46.99-54.99万元,46.99-54.99万,角斗士,Jeep(进口)
北京JEEP,https://www.autohome.com.cn/291/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
大切诺基,https://www.autohome.com.cn/23/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
自由侠,https://www.autohome.com.cn/4072/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
指南者,https://www.autohome.com.cn/3845/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
大指挥官,https://www.autohome.com.cn/4673/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
大指挥官PHEV,https://www.autohome.com.cn/5796/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
指挥官,https://www.autohome.com.cn/4891/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
指挥官PHEV,https://www.autohome.com.cn/5253/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
自由光,https://www.autohome.com.cn/3872/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,N/A,N/A,,N/A
指南者(进口),https://www.autohome.com.cn/504/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,暂无,N/A,指南者(进口),Jeep(进口)
自由光(进口),https://www.autohome.com.cn/3062/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,暂无,N/A,自由光(进口),Jeep(进口)
大切诺基(进口),https://www.autohome.com.cn/521/#pvareaid=6834145,Jeep(434),停售,https://car.autohome.com.cn/price/brand-46-0-3-1.html,暂无,N/A,大切诺基(进口),Jeep(进口)
Polestar 2,https://www.autohome.com.cn/5078/#pvareaid=6834145,Polestar极星(23),停售,https://car.autohome.com.cn/price/brand-308-0-3-1.html,29.98-35.88万元,N/A,Polestar 2,Polestar
Polestar 3,https://www.autohome.com.cn/6400/#pvareaid=6834145,Polestar极星(23),在售,https://car.autohome.com.cn/price/brand-308.html,69.80-79.80万元,69.80-79.80万,Polestar 3,Polestar
Polestar 4,https://www.autohome.com.cn/6654/#pvareaid=6834145,Polestar极星(23),停售,https://car.autohome.com.cn/price/brand-308-0-3-1.html,33.99-39.99万元,27.49-33.49万,Polestar 4,Polestar
Polestar 6,https://www.autohome.com.cn/6657/#pvareaid=6834145,Polestar极星(23),即将销售,https://car.autohome.com.cn/price/brand-308-0-2-1.html,168.00万元,168.00万起,Polestar 6,Polestar
Polestar 1,https://www.autohome.com.cn/4581/#pvareaid=6834145,Polestar极星(23),停售,https://car.autohome.com.cn/price/brand-308-0-3-1.html,N/A,N/A,,N/A
吉利几何A,https://www.autohome.com.cn/4983/#pvareaid=6834145,吉利几何(81),停售,https://car.autohome.com.cn/price/brand-373-0-3-1.html,14.38-20.78万元,11.08-19.68万,吉利几何A,吉利几何
吉利几何G6,https://www.autohome.com.cn/6863/#pvareaid=6834145,吉利几何(81),停售,https://car.autohome.com.cn/price/brand-373-0-3-1.html,11.98-18.58万元,10.78-18.28万,吉利几何G6,吉利几何
吉利几何E萤火虫,https://www.autohome.com.cn/6639/#pvareaid=6834145,吉利几何(81),停售,https://car.autohome.com.cn/price/brand-373-0-3-1.html,5.98-8.98万元,5.98-8.28万,吉利几何E萤火虫,吉利几何
吉利几何C,https://www.autohome.com.cn/5631/#pvareaid=6834145,吉利几何(81),停售,https://car.autohome.com.cn/price/brand-373-0-3-1.html,14.37-20.78万元,11.48-16.97万,吉利几何C,吉利几何
吉利几何M6,https://www.autohome.com.cn/6862/#pvareaid=6834145,吉利几何(81),在售,https://car.autohome.com.cn/price/brand-373.html,14.98-18.98万元,13.78-17.78万,吉利几何M6,吉利几何
EX3 功夫牛,https://www.autohome.com.cn/6403/#pvareaid=6834145,吉利几何(81),停售,https://car.autohome.com.cn/price/brand-373-0-3-1.html,N/A,N/A,,N/A
熊猫,https://www.autohome.com.cn/6924/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,2.99-5.39万元,2.99-4.69万,熊猫,吉利汽车
缤瑞,https://www.autohome.com.cn/4702/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,8.98-10.98万元,7.48-9.48万,缤瑞,吉利汽车
帝豪,https://www.autohome.com.cn/3556/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,6.29-12.08万元,5.19-10.58万,帝豪,吉利汽车
帝豪L HiP,https://www.autohome.com.cn/6688/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,8.98-12.28万元,8.98-9.98万,帝豪L HiP,吉利汽车
帝豪新能源,https://www.autohome.com.cn/4342/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,15.98-16.98万元,N/A,帝豪新能源,吉利汽车
星瑞,https://www.autohome.com.cn/5273/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,9.97-14.57万元,8.97-13.57万,星瑞,吉利汽车
星瑞L,https://www.autohome.com.cn/7437/#pvareaid=6834145,吉利汽车(1228),在售,https://car.autohome.com.cn/price/brand-25.html,12.67-14.67万元,11.97-13.97万,星瑞L,吉利汽车
缤越,https://www.autohome.com.cn/4701/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,6.68-10.38万元,6.08-8.98万,缤越,吉利汽车
吉利ICON,https://www.autohome.com.cn/4813/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,9.69-12.99万元,9.49-11.49万,吉利ICON,吉利汽车
博越,https://www.autohome.com.cn/3788/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,9.28-12.58万元,8.38-11.38万,博越,吉利汽车
博越L,https://www.autohome.com.cn/6814/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,11.57-15.37万元,10.37-14.27万,博越L,吉利汽车
豪越PRO,https://www.autohome.com.cn/7440/#pvareaid=6834145,吉利汽车(1228),在售,https://car.autohome.com.cn/price/brand-25.html,8.69-8.99万元,8.09-8.39万,豪越PRO,吉利汽车
星越L,https://www.autohome.com.cn/6004/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,13.72-18.52万元,12.22-17.02万,星越L,吉利汽车
星越L智擎,https://www.autohome.com.cn/7496/#pvareaid=6834145,吉利汽车(1228),在售,https://car.autohome.com.cn/price/brand-25.html,15.97-17.77万元,15.27-17.07万,星越L智擎,吉利汽车
豪越L,https://www.autohome.com.cn/6978/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,12.79-14.79万元,11.79-13.79万,豪越L,吉利汽车
嘉际,https://www.autohome.com.cn/4396/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,10.97-14.28万元,10.67-12.78万,嘉际,吉利汽车
星愿,https://www.autohome.com.cn/7806/#pvareaid=6834145,吉利汽车(1228),即将销售,https://car.autohome.com.cn/price/brand-25-0-2-1.html,暂无,N/A,星愿,吉利汽车
吉利GX2,https://www.autohome.com.cn/2192/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,N/A,N/A,,N/A
熊猫经典,https://www.autohome.com.cn/608/#pvareaid=6834145,吉利汽车(1228),停售,https://car.autohome.com.cn/price/brand-25-0-3-1.html,N/A,N/A,,N/A
银河L6,https://www.autohome.com.cn/7167/#pvareaid=6834145,吉利银河(32),在售,https://car.autohome.com.cn/price/brand-575.html,9.98-15.98万元,9.38-15.98万,银河L6,吉利汽车
银河E8,https://www.autohome.com.cn/7170/#pvareaid=6834145,吉利银河(32),在售,https://car.autohome.com.cn/price/brand-575.html,16.58-22.88万元,16.08-22.38万,银河E8,吉利汽车
银河L7,https://www.autohome.com.cn/7158/#pvareaid=6834145,吉利银河(32),停售,https://car.autohome.com.cn/price/brand-575-0-3-1.html,12.57-16.97万元,11.37-16.57万,银河L7,吉利汽车
银河E5,https://www.autohome.com.cn/7650/#pvareaid=6834145,吉利银河(32),即将销售,https://car.autohome.com.cn/price/brand-575-0-2-1.html,12.30-15.70万元,12.30-15.70万,银河E5,吉利汽车
吉祥AIR,https://www.autohome.com.cn/7581/#pvareaid=6834145,吉祥汽车(1),即将销售,https://car.autohome.com.cn/price/brand-607-0-2-1.html,暂无,N/A,吉祥AIR,吉祥汽车
极氪007,https://www.autohome.com.cn/7491/#pvareaid=6834145,极氪(56),停售,https://car.autohome.com.cn/price/brand-456-0-3-1.html,20.99-29.99万元,20.99-29.99万,极氪007,极氪
极氪001,https://www.autohome.com.cn/6091/#pvareaid=6834145,极氪(56),停售,https://car.autohome.com.cn/price/brand-456-0-3-1.html,26.90-40.30万元,26.70-36.80万,极氪001,极氪
极氪001 FR,https://www.autohome.com.cn/7698/#pvareaid=6834145,极氪(56),在售,https://car.autohome.com.cn/price/brand-456.html,76.90万元,76.90万起,极氪001 FR,极氪
极氪X,https://www.autohome.com.cn/7028/#pvareaid=6834145,极氪(56),停售,https://car.autohome.com.cn/price/brand-456-0-3-1.html,20.00-22.00万元,17.90-22.00万,极氪X,极氪
极氪009,https://www.autohome.com.cn/6846/#pvareaid=6834145,极氪(56),停售,https://car.autohome.com.cn/price/brand-456-0-3-1.html,43.90-78.90万元,43.90-78.90万,极氪009,极氪
极氪7X,https://www.autohome.com.cn/7777/#pvareaid=6834145,极氪(56),即将销售,https://car.autohome.com.cn/price/brand-456-0-2-1.html,暂无,N/A,极氪7X,极氪
极氪MIX,https://www.autohome.com.cn/7631/#pvareaid=6834145,极氪(56),即将销售,https://car.autohome.com.cn/price/brand-456-0-2-1.html,暂无,N/A,极氪MIX,极氪
