car_name,car_link,brand_name,status,brand_link,tag_price,transaction_price,car_detail_name_name,oem_name_final
长安启源Q05,https://www.autohome.com.cn/7351/#pvareaid=6834145,长安启源(38),停售,https://car.autohome.com.cn/price/brand-582-0-3-1.html,9.69-12.79万元,9.09-11.29万,长安启源Q05,长安启源
长安启源E07,https://www.autohome.com.cn/7575/#pvareaid=6834145,长安启源(38),即将销售,https://car.autohome.com.cn/price/brand-582-0-2-1.html,暂无,N/A,长安启源E07,长安启源
风骏5,https://www.autohome.com.cn/2462/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,6.98-9.98万元,6.48-9.48万,风骏5,长城汽车
风骏7,https://www.autohome.com.cn/4889/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,8.58-10.98万元,7.88-10.28万,风骏7,长城汽车
风骏新能源,https://www.autohome.com.cn/5420/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,19.98-23.68万元,19.98-23.68万,风骏新能源,长城汽车
金刚炮,https://www.autohome.com.cn/6687/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,8.98-12.68万元,8.48-12.68万,金刚炮,长城汽车
炮,https://www.autohome.com.cn/5202/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,9.98-28.98万元,9.48-28.68万,炮,长城汽车
炮新能源,https://www.autohome.com.cn/5241/#pvareaid=6834145,长城(831),在售,https://car.autohome.com.cn/price/brand-77.html,25.18-26.78万元,24.88-26.48万,炮新能源,长城汽车
山海炮,https://www.autohome.com.cn/6901/#pvareaid=6834145,长城(831),在售,https://car.autohome.com.cn/price/brand-77.html,22.88-30.18万元,22.88-30.18万,山海炮,长城汽车
山海炮新能源,https://www.autohome.com.cn/7229/#pvareaid=6834145,长城(831),即将销售,https://car.autohome.com.cn/price/brand-77-0-2-1.html,暂无,N/A,山海炮新能源,长城汽车
长城精灵,https://www.autohome.com.cn/491/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
长城C20R,https://www.autohome.com.cn/2122/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
长城M2,https://www.autohome.com.cn/2001/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
酷熊,https://www.autohome.com.cn/493/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
凌傲,https://www.autohome.com.cn/624/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
炫丽,https://www.autohome.com.cn/492/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
长城C30,https://www.autohome.com.cn/2090/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
长城C30新能源,https://www.autohome.com.cn/4341/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
长城C50,https://www.autohome.com.cn/2120/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
长城M1,https://www.autohome.com.cn/535/#pvareaid=6834145,长城(831),停售,https://car.autohome.com.cn/price/brand-77-0-3-1.html,N/A,N/A,,N/A
ID.UNYX 与众,https://www.autohome.com.cn/7628/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,20.99-24.99万元,20.99-24.99万,ID.UNYX 与众,大众汽车安徽
Polo,https://www.autohome.com.cn/145/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,9.09-12.49万元,5.69-9.09万,Polo,上汽大众
朗逸,https://www.autohome.com.cn/614/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,7.999-15.19万元,6.30-9.49万,朗逸,上汽大众
大众ID.3,https://www.autohome.com.cn/6265/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,12.9888-18.0888万元,11.39-13.69万,大众ID.3,上汽大众
凌渡,https://www.autohome.com.cn/3457/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,14.39-19.09万元,8.89-13.59万,凌渡,上汽大众
帕萨特,https://www.autohome.com.cn/528/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,18.19-22.33万元,10.49-16.73万,帕萨特,上汽大众
帕萨特新能源,https://www.autohome.com.cn/4904/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,23.315-24.215万元,16.32-17.21万,帕萨特新能源,上汽大众
途铠,https://www.autohome.com.cn/4993/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,11.59-16.19万元,7.89-11.89万,途铠,上汽大众
ID.4 X,https://www.autohome.com.cn/5511/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,15.9888-28.3388万元,14.98-23.73万,ID.4 X,上汽大众
途岳,https://www.autohome.com.cn/4745/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,15.86-21.66万元,10.56-14.66万,途岳,上汽大众
途观L,https://www.autohome.com.cn/4274/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,18.68-26.68万元,10.88-22.68万,途观L,上汽大众
途观L新能源,https://www.autohome.com.cn/4746/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,26.105-27.205万元,22.11-23.20万,途观L新能源,上汽大众
途观X,https://www.autohome.com.cn/5826/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,24.08-27.08万元,19.18-22.98万,途观X,上汽大众
ID.6 X,https://www.autohome.com.cn/6035/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,25.9888-29.3888万元,19.39-22.79万,ID.6 X,上汽大众
途昂,https://www.autohome.com.cn/4232/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,24.90-40.50万元,13.70-28.50万,途昂,上汽大众
途昂X,https://www.autohome.com.cn/5239/#pvareaid=6834145,大众(2861),停售,https://car.autohome.com.cn/price/brand-1-0-3-1.html,26.90-39.50万元,18.20-30.00万,途昂X,上汽大众
途安,https://www.autohome.com.cn/333/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,16.68-19.58万元,12.98-15.88万,途安,上汽大众
威然,https://www.autohome.com.cn/5445/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,28.98-40.28万元,18.78-30.08万,威然,上汽大众
宝来,https://www.autohome.com.cn/633/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,11.29-14.39万元,7.69-10.79万,宝来,一汽-大众
高尔夫,https://www.autohome.com.cn/871/#pvareaid=6834145,大众(2861),即将销售,https://car.autohome.com.cn/price/brand-1-0-2-1.html,14.98-22.98万元,13.18-21.18万,高尔夫,一汽-大众
速腾,https://www.autohome.com.cn/442/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,12.79-17.29万元,9.19-13.69万,速腾,一汽-大众
大众ID.7 VIZZION,https://www.autohome.com.cn/7208/#pvareaid=6834145,大众(2861),即将销售,https://car.autohome.com.cn/price/brand-1-0-2-1.html,22.7777-26.2777万元,19.77-23.27万,大众ID.7 VIZZION,一汽-大众
迈腾,https://www.autohome.com.cn/496/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,17.49-25.39万元,13.19-24.69万,迈腾,一汽-大众
迈腾GTE插电混动,https://www.autohome.com.cn/5062/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,23.79-25.29万元,19.89-21.39万,迈腾GTE插电混动,一汽-大众
一汽-大众CC,https://www.autohome.com.cn/905/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,22.49-29.99万元,16.89-24.39万,一汽-大众CC,一汽-大众
探影,https://www.autohome.com.cn/5394/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,11.59-16.09万元,6.99-11.49万,探影,一汽-大众
ID.4 CROZZ,https://www.autohome.com.cn/5785/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,19.39-29.39万元,13.98-23.74万,ID.4 CROZZ,一汽-大众
T-ROC探歌,https://www.autohome.com.cn/4674/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,15.89-17.99万元,12.39-14.49万,T-ROC探歌,一汽-大众
探岳,https://www.autohome.com.cn/4744/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,20.49-25.99万元,15.49-20.99万,探岳,一汽-大众
探岳GTE插电混动,https://www.autohome.com.cn/5061/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,24.29万元,19.29万起,探岳GTE插电混动,一汽-大众
探岳X,https://www.autohome.com.cn/5246/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,23.29-26.29万元,18.29-21.29万,探岳X,一汽-大众
ID.6 CROZZ,https://www.autohome.com.cn/6055/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,25.89-33.69万元,19.69-27.49万,ID.6 CROZZ,一汽-大众
揽境,https://www.autohome.com.cn/5245/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,26.19-39.99万元,20.89-34.69万,揽境,一汽-大众
揽巡,https://www.autohome.com.cn/6738/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,24.29-32.59万元,18.69-26.99万,揽巡,一汽-大众
Arteon,https://www.autohome.com.cn/4268/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,34.80万元,32.98万起,Arteon,大众(进口)
蔚揽,https://www.autohome.com.cn/3999/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,26.48-33.88万元,22.98-29.98万,蔚揽,大众(进口)
途锐,https://www.autohome.com.cn/82/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,58.78-79.38万元,49.68-79.38万,途锐,大众(进口)
途锐新能源,https://www.autohome.com.cn/5063/#pvareaid=6834145,大众(2861),在售,https://car.autohome.com.cn/price/brand-1.html,67.98万元,67.98万起,途锐新能源,大众(进口)
大众ID.7 S,https://www.autohome.com.cn/7233/#pvareaid=6834145,大众(2861),即将销售,https://car.autohome.com.cn/price/brand-1-0-2-1.html,暂无,N/A,大众ID.7 S,上汽大众
帕拉丁,https://www.autohome.com.cn/7212/#pvareaid=6834145,东风风度(35),停售,https://car.autohome.com.cn/price/brand-187-0-3-1.html,16.98-26.18万元,12.98-22.18万,帕拉丁,郑州日产
东风风度MX5,https://www.autohome.com.cn/3984/#pvareaid=6834145,东风风度(35),停售,https://car.autohome.com.cn/price/brand-187-0-3-1.html,N/A,N/A,,N/A
东风风度MX6,https://www.autohome.com.cn/3637/#pvareaid=6834145,东风风度(35),停售,https://car.autohome.com.cn/price/brand-187-0-3-1.html,N/A,N/A,,N/A
风光MINIEV,https://www.autohome.com.cn/6431/#pvareaid=6834145,东风风光(273),在售,https://car.autohome.com.cn/price/brand-259.html,3.26-5.91万元,N/A,风光MINIEV,东风小康
风光500,https://www.autohome.com.cn/5871/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,6.18-8.58万元,N/A,风光500,东风小康
风光S560,https://www.autohome.com.cn/4468/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,6.79-7.89万元,N/A,风光S560,东风小康
风光580,https://www.autohome.com.cn/4023/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,7.99-12.99万元,N/A,风光580,东风小康
风光ix5,https://www.autohome.com.cn/4759/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,9.98-16.59万元,N/A,风光ix5,东风小康
风光S580,https://www.autohome.com.cn/7644/#pvareaid=6834145,东风风光(273),在售,https://car.autohome.com.cn/price/brand-259.html,10.98万元,N/A,风光S580,东风小康
风光380,https://www.autohome.com.cn/6581/#pvareaid=6834145,东风风光(273),即将销售,https://car.autohome.com.cn/price/brand-259-0-2-1.html,5.28-6.08万元,N/A,风光380,东风小康
风光E380,https://www.autohome.com.cn/6391/#pvareaid=6834145,东风风光(273),在售,https://car.autohome.com.cn/price/brand-259.html,12.91-16.91万元,N/A,风光E380,东风小康
风光330,https://www.autohome.com.cn/3829/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,4.19-6.88万元,N/A,风光330,东风小康
德先T8,https://www.autohome.com.cn/7047/#pvareaid=6834145,东风风光(273),即将销售,https://car.autohome.com.cn/price/brand-259-0-2-1.html,暂无,N/A,德先T8,东风小康
风光E1,https://www.autohome.com.cn/5497/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,N/A,N/A,,N/A
风光E3,https://www.autohome.com.cn/5257/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,N/A,N/A,,N/A
风光580Pro,https://www.autohome.com.cn/5384/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,N/A,N/A,,N/A
风光580新能源,https://www.autohome.com.cn/4799/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,N/A,N/A,,N/A
风光ix7,https://www.autohome.com.cn/5070/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,N/A,N/A,,N/A
风光360,https://www.autohome.com.cn/3828/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,N/A,N/A,,N/A
风光370,https://www.autohome.com.cn/3925/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,N/A,N/A,,N/A
风光,https://www.autohome.com.cn/3086/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,5.18-5.99万元,N/A,风光,东风小康
风光350,https://www.autohome.com.cn/3830/#pvareaid=6834145,东风风光(273),停售,https://car.autohome.com.cn/price/brand-259-0-3-1.html,6.29万元,N/A,风光350,东风小康
东风风神E70,https://www.autohome.com.cn/4421/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,14.28-15.38万元,15.38万起,东风风神E70,东风乘用车
奕炫,https://www.autohome.com.cn/5103/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,6.49-9.39万元,7.79-8.79万,奕炫,东风乘用车
奕炫MAX,https://www.autohome.com.cn/6114/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,9.79-11.99万元,8.59-10.79万,奕炫MAX,东风乘用车
SKY EV01,https://www.autohome.com.cn/7247/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,14.99-18.99万元,N/A,SKY EV01,东风乘用车
东风风神AX7,https://www.autohome.com.cn/3341/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,13.98万元,13.98万起,东风风神AX7,东风乘用车
风神L7新能源,https://www.autohome.com.cn/7323/#pvareaid=6834145,东风风神(412),即将销售,https://car.autohome.com.cn/price/brand-113-0-2-1.html,12.89-15.69万元,12.49-15.69万,风神L7新能源,东风乘用车
皓瀚,https://www.autohome.com.cn/7136/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,10.99-13.69万元,8.69-11.39万,皓瀚,东风乘用车
皓极,https://www.autohome.com.cn/6583/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,12.69-14.69万元,9.99-10.99万,皓极,东风乘用车
奕炫GS,https://www.autohome.com.cn/5696/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,8.59-11.59万元,11.59万起,奕炫GS,东风乘用车
东风风神E30,https://www.autohome.com.cn/3119/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,N/A,N/A,,N/A
东风风神H30,https://www.autohome.com.cn/1006/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,N/A,N/A,,N/A
东风风神S30,https://www.autohome.com.cn/790/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,N/A,N/A,,N/A
东风风神A60,https://www.autohome.com.cn/2556/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,N/A,N/A,,N/A
东风风神A30,https://www.autohome.com.cn/3493/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,N/A,N/A,,N/A
东风风神E60,https://www.autohome.com.cn/6325/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,N/A,N/A,,N/A
东风风神L60,https://www.autohome.com.cn/3461/#pvareaid=6834145,东风风神(412),停售,https://car.autohome.com.cn/price/brand-113-0-3-1.html,N/A,N/A,,N/A
风行S50EV,https://www.autohome.com.cn/4614/#pvareaid=6834145,东风风行(875),停售,https://car.autohome.com.cn/price/brand-165-0-3-1.html,15.09-16.99万元,15.09-16.99万,风行S50EV,东风风行
风行S60EV,https://www.autohome.com.cn/6488/#pvareaid=6834145,东风风行(875),停售,https://car.autohome.com.cn/price/brand-165-0-3-1.html,15.09-16.59万元,15.09-16.59万,风行S60EV,东风风行
景逸S50,https://www.autohome.com.cn/3301/#pvareaid=6834145,东风风行(875),停售,https://car.autohome.com.cn/price/brand-165-0-3-1.html,6.99-7.99万元,5.99-6.59万,景逸S50,东风风行
风行SX6,https://www.autohome.com.cn/3970/#pvareaid=6834145,东风风行(875),停售,https://car.autohome.com.cn/price/brand-165-0-3-1.html,6.99-7.69万元,6.79-7.49万,风行SX6,东风风行
风行T5,https://www.autohome.com.cn/4767/#pvareaid=6834145,东风风行(875),停售,https://car.autohome.com.cn/price/brand-165-0-3-1.html,6.99-13.99万元,6.49-12.49万,风行T5,东风风行
风行T5 EVO,https://www.autohome.com.cn/5835/#pvareaid=6834145,东风风行(875),停售,https://car.autohome.com.cn/price/brand-165-0-3-1.html,9.99-13.99万元,8.89-13.69万,风行T5 EVO,东风风行
风行雷霆,https://www.autohome.com.cn/6633/#pvareaid=6834145,东风风行(875),停售,https://car.autohome.com.cn/price/brand-165-0-3-1.html,9.98-22.99万元,9.98-22.49万,风行雷霆,东风风行
风行游艇,https://www.autohome.com.cn/6429/#pvareaid=6834145,东风风行(875),停售,https://car.autohome.com.cn/price/brand-165-0-3-1.html,11.99-15.69万元,11.19-15.69万,风行游艇,东风风行
