store_name,store_linnk,store_locality,store_phone_numbers,store_address,store_landmark
V-Mart - Gopalganj,https://stores.vmartretail.com/v-mart-gopalganj-banakata-gopalganj-30703/home,"Banakata, Gopalganj",+919386361115,"Ground Floor, Vijay Market, Vijay Market, Near Bus Stand Gopalganj, Banakata, Gopalganj, Bihar, 841413",Near Bus Stand Gopalganj
V-Mart - Siwan,https://stores.vmartretail.com/v-mart-siwan-pal-nagar-siwan-30787/home,"Pal Nagar, Siwan",+917290036224,"Rajender Path, Babunia More, Chhapra Road, Near Fatehpur Bypass Rd, Pal Nagar, Siwan, Bihar, 841226",Near Fatehpur Bypass Rd
V-Mart - Ballia-New Town,https://stores.vmartretail.com/v-mart-ballia-new-town-bahadurpur-ballia-31020/home,"Bahadurpur, Ballia",+917311773269,"Plot No 1/4, Block No 3, New Town, Near Dawa Kendra, Bahadurpur, Ballia, Uttar Pradesh, 277001",Near Dawa Kendra
V-Mart - Balia,https://stores.vmartretail.com/v-mart-balia-bahadurpur-ballia-30894/home,"Bahadurpur, Ballia",+917499611986,"Aggarwal Tower, Vijay Cinema Road, Vijay Cinema Road, Near Saheed Park Rd, Bahadurpur, Ballia, Bahadurpur, Ballia, Uttar Pradesh, 277001","Near Saheed Park Rd, Bahadurpur, Ballia"
V-Mart - Renukoot,https://stores.vmartretail.com/v-mart-renukoot-renukoot-sonbhadra-30938/home,"Renukoot, Sonbhadra",+919358447421,"Renuka Swarn Kala Kendra, Murdhawa Colony Road, Patel Nagar, Murdhawa Colony Road, Near Ambika Motors,Renukoot, Renukoot, Sonbhadra, Uttar Pradesh, 231217","Near Ambika Motors,Renukoot"
V-Mart - Lawagarden,https://stores.vmartretail.com/v-mart-lawagarden-ellisbridge-ahmedabad-30862/home,"Ellisbridge, Ahmedabad",+919374677507,"Broadway Business Center, Netaji Road, Law Garden Corner, Near Lawgarden, Ellisbridge, Ahmedabad, Gujarat, 380006",Near Lawgarden
V-Mart - Sasaram,https://stores.vmartretail.com/v-mart-sasaram-bikramganj-rohtas-30723/home,"Bikramganj, Rohtas",+919386853426,"571, Parmeela Complex, Arrah Road, Golakshani, Arrah Road, Near State Bank of India GAURAKSHANI SASARAM, Bikramganj, Rohtas, Bihar, 802212",Near State Bank of India GAURAKSHANI SASARAM
V-Mart - Motihari,https://stores.vmartretail.com/v-mart-motihari-motihari-east-champaran-30847/home,"Motihari, East Champaran",+919334573250,"National Highway 28A, Janpul Road, Rajendra Nagar, Janpul Road, Near Rj plaza shopping mall, Janpul Rd, Motihari, East Champaran, Bihar, 845401","Near Rj plaza shopping mall, Janpul Rd"
"V-Mart - Gandhi Chowk, Motihari",https://stores.vmartretail.com/v-mart-gandhi-chowk-motihari-rajendra-nagar-motihari-41904/home,"Rajendra Nagar, Motihari",+919560995348,"Meena Bazar, Gandhi Chowk, Near Municipal Corporation,Motihari, Rajendra Nagar, Motihari, Bihar, 845401","Near Municipal Corporation,Motihari"
V-Mart - Dehri On Sone,https://stores.vmartretail.com/v-mart-dehri-on-sone-dehri-rohtas-30944/home,"Dehri, Rohtas",+919821189483,"Pali Road, Pali Road, Near Sri Tridandi Dev Satsang Ashram, Dehri, Rohtas, Bihar, 821307",Near Sri Tridandi Dev Satsang Ashram
V-Mart - Chhapra-Bhagwan Bazar,https://stores.vmartretail.com/v-mart-chhapra-bhagwan-bazar-pratap-nagar-chhapra-31092/home,"Pratap Nagar, Chhapra",+919311775494,"Ward No 13, Holding No 20/33A/11, Circle No 20, Bhagwan Bazar, Near Bhagwan Bazar, Pratap Nagar, Chhapra, Bihar, 841301",Near Bhagwan Bazar
V-Mart - Vadodara-Chhani Road,https://stores.vmartretail.com/v-mart-vadodara-chhani-road-channi-road-vadodara-34973/home,"Channi Road, Vadodara",+919319981508,"Seven 9 Shopping, Kamaxi Kunj, Old Channi Road, Kamaxi Kunj, Near The Maharaja Sayajirao University of Baroda, Channi Road, Vadodara, Gujarat, 390002",Near The Maharaja Sayajirao University of Baroda
V-Mart - Vadodara,https://stores.vmartretail.com/v-mart-vadodara-mandvi-vadodara-38351/home,"Mandvi, Vadodara",+919650216126,"Survey No 1/A/1/23, Palki Tika No A15/1, Nazar Baugh Palace, Near Panigate, Mandvi, Vadodara, Gujarat, 390001",Near Panigate
V-Mart - Arrah,https://stores.vmartretail.com/v-mart-arrah-pakari-arrah-39252/home,"Pakari, Arrah",+918826226679,"Pakri Chowk, Nawada, Block-Ara Sadar, Near Pakri Chowk, Pakari, Arrah, Bihar, 802301",Near Pakri Chowk
V-Mart - Arrah,https://stores.vmartretail.com/v-mart-arrah-arrah-bhojpur-30945/home,"Arrah, Bhojpur",+919304009826,"Babu Bazaar, D T Road, Near Ramna Maidan, Old Police Line, Civil Court Road, Arrah, Bhojpur, Bihar, 802301","Near Ramna Maidan, Old Police Line, Civil Court Road"
V-Mart - Daud Nagar,https://stores.vmartretail.com/v-mart-daud-nagar-aitwarpur-patna-30853/home,"Aitwarpur, Patna",+918448982286,"Harihar Babu Commercial Complex, Patna-Gaya Road, Near Mahila Mahavidyalaya, Daudnagar, Aitwarpur, Patna, Bihar, 824143","Near Mahila Mahavidyalaya, Daudnagar"
V-Mart - Garhwa,https://stores.vmartretail.com/v-mart-garhwa-pipra-khurd-garhwa-30956/home,"Pipra Khurd, Garhwa",+919205364103,"Beside Navneet Hotel, Sahijna Road, Ranka More, Near Post Office, Pipra Khurd, Garhwa, Jharkhand, 822114",Near Post Office
V-Mart - Bihta,https://stores.vmartretail.com/v-mart-bihta-ramnagar-patna-34273/home,"Ramnagar, Patna",+919319192905,"Main Road, Main Road, Near PN MALL, Bihta Rd, Ramnagar, Patna, Bihar, 801103","Near PN MALL, Bihta Rd"
V-Mart - Aurangabad,https://stores.vmartretail.com/v-mart-aurangabad-new-area-aurangabad-30943/home,"New Area, Aurangabad",+919386252626,"Maa Parvati Commercial Complex, Mg Road, Mg Road, Near Hotel Us Residency, MG Rd, New Area, Aurangabad, Bihar, 824101","Near Hotel Us Residency, MG Rd"
V-Mart - Sheohar,https://stores.vmartretail.com/v-mart-sheohar-sheohar-sheohar-30933/home,"Sheohar, Sheohar",+917290036229,"Khasra No 5563, Sheohar-Minapur Road, Sheohar-Minapur Road, Near Shri Nawab High School,Sheohar, Sheohar, Sheohar, Bihar, 843329","Near Shri Nawab High School,Sheohar"
V-Mart - Saguna Mor-Patna,https://stores.vmartretail.com/v-mart-saguna-mor-patna-khagual-patna-30716/home,"Khagual, Patna",+919971179135,"Bailey Road, Saguna More, Bailey Road, Near Shatabdi Smarak Park, Saguna More, Khagual, Patna, Bihar, 801503","Near Shatabdi Smarak Park, Saguna More"
V-Mart - Vaishali-Lalganj,https://stores.vmartretail.com/v-mart-vaishali-lalganj-lalganj-vaishali-30726/home,"Lalganj, Vaishali",+918800110366,"Ward No 7, Main Road, Gandhi Chowk, Near Gandhi Chowk Lalganj, Lalganj, Vaishali, Bihar, 844121",Near Gandhi Chowk Lalganj
V-Mart - Patna-Gola Road,https://stores.vmartretail.com/v-mart-patna-gola-road-danapur-patna-34020/home,"Danapur, Patna",+917042900276,"Gola Road, Gola Road, Near Gola Rd, Patna, Danapur, Patna, Bihar, 801503","Near Gola Rd, Patna"
V-Mart - Rajiv Nagar,https://stores.vmartretail.com/v-mart-rajiv-nagar-phulwari-patna-30924/home,"Phulwari, Patna",+919334710960,"Chandrakanta Complex, Sector 14, Rajiv Nagar, Near State Bank of India, Rajeev Nagar, Phulwari, Patna, Bihar, 800024","Near State Bank of India, Rajeev Nagar"
V-Mart - Sitamarhi,https://stores.vmartretail.com/v-mart-sitamarhi-bhabdepur-sitamarhi-31030/home,"Bhabdepur, Sitamarhi",+919304680302,"Nh 77 Dumra Road, Rajo Patti Area, Near Dumra Road, Bhabdepur, Sitamarhi, Bihar, 843302",Near Dumra Road
V-Mart - Patna Phulwari Sharif,https://stores.vmartretail.com/v-mart-patna-phulwari-sharif-phulwari-sharif-patna-38330/home,"Phulwari Sharif, Patna",+918448661843,"Alamgirpur, Minhaj Nagar, Near Imarat Sharia, Phulwari Sharif, Patna, Bihar, 801505",Near Imarat Sharia
V-Mart - Patna-Kurji,https://stores.vmartretail.com/v-mart-patna-kurji-kurji-patna-32944/home,"Kurji, Patna",+919667790297,"New Saraswati Chandra Market, Kurji Mor, Kurji Mor, Near Chashma Center Gali, Kurji, Patna, Kurji, Patna, Bihar, 800010","Near Chashma Center Gali, Kurji, Patna"
V-Mart - Patna-Anishabad,https://stores.vmartretail.com/v-mart-patna-anishabad-anishabad-patna-31046/home,"Anishabad, Patna",+919810891614,"Khata No 133, Police Colony, Thana No 14, Near Police Colony, Anishabad, Patna, Bihar, 800002",Near Police Colony
V-Mart - Boring Road-Patna,https://stores.vmartretail.com/v-mart-boring-road-patna-phulwari-patna-30904/home,"Phulwari, Patna",+919334834960,"Raj Tower, Boring Road Crossing, Anandpuri, Boring Road Crossing, Near ICICI Bank LTD, Phulwari, Patna, Bihar, 800001",Near ICICI Bank LTD
V-Mart - Muzaffarpur,https://stores.vmartretail.com/v-mart-muzaffarpur-shrirampuri-muzaffarpur-39253/home,"Shrirampuri, Muzaffarpur",+919810932661,"Icon Plaza Mall, Gobarsahi Road, Near Gobarsahi, Shrirampuri, Muzaffarpur, Bihar, 842001",Near Gobarsahi
V-Mart - Daltonganj-Redma Chowk,https://stores.vmartretail.com/v-mart-daltonganj-redma-chowk-medininagar-palamu-30949/home,"Medininagar, Palamu",+919334903953,"Plot No. 2616, Redma Chowk, Near Redma Chowk, Medininagar, Palamu, Jharkhand, 822101",Near Redma Chowk
V-Mart - Muzaffarpur,https://stores.vmartretail.com/v-mart-muzaffarpur-sutapatti-muzaffarpur-30873/home,"Sutapatti, Muzaffarpur",+917488507511,"Priya Market, Saraiyaganj, Near Tower chowk sariyagang, Sutapatti, Muzaffarpur, Bihar, 842001",Near Tower chowk sariyagang
V-Mart - Kankarbagh-Patna,https://stores.vmartretail.com/v-mart-kankarbagh-patna-sampatchak-patna-30899/home,"Sampatchak, Patna",+919319697763,"Plot No 16, Block C, Housing Colony, Kankarbagh, Housing Colony, Near Kankarbagh Panch Shiv Mandir, Sampatchak, Patna, Bihar, 800020",Near Kankarbagh Panch Shiv Mandir
V-Mart - Patna-Gravity Mall,https://stores.vmartretail.com/v-mart-patna-gravity-mall-kankarbagh-patna-37519/home,"Kankarbagh, Patna",+919599502615,"Plot No 294, Gravity Mall, Old Bypass Road (Tiwari Bechar) Main Road, Near Hotel Sharda Residency, Kankarbagh, Patna, Bihar, 800020",Near Hotel Sharda Residency
V-Mart - Hajipur,https://stores.vmartretail.com/v-mart-hajipur-hajipur-vaishali-31083/home,"Hajipur, Vaishali",+918448982283,"Lg Flr, Cine Krishna, Bubna Plaza Campus, Cinema Road, Near Cinekrishna Mall,Cinema Road, Hajipur, Vaishali, Bihar, 844101","Near Cinekrishna Mall,Cinema Road"
V-Mart - Patna-Kantifactory,https://stores.vmartretail.com/v-mart-patna-kantifactory-sampatchak-patna-30846/home,"Sampatchak, Patna",+919289493344,"Patna Kanti Factory, Kanti Factory Road, Mahatma Gandhi Nagar, Near Kantifactory Road, Sampatchak, Patna, Bihar, 800020",Near Kantifactory Road
V-Mart - Jehanabad-Station Road,https://stores.vmartretail.com/v-mart-jehanabad-station-road-krishnapuri-colony-jehanabad-30900/home,"Krishnapuri Colony, Jehanabad",+918448528647,"Station Road, Near Shiv Shankar Cinema Hall, Near Arwal More [Railway Under Bridge], Krishnapuri Colony, Jehanabad, Bihar, 804408",Near Arwal More [Railway Under Bridge]
V-Mart - Patna-Sampathchak,https://stores.vmartretail.com/v-mart-patna-sampathchak-sampatchak-patna-30783/home,"Sampatchak, Patna",+917303129704,"Parsa Bazar, Sampatchak Main Road, Gya Road, Near Anokhi Mobile World Sampatchak Bazar Patna, Sampatchak, Patna, Bihar, 800007",Near Anokhi Mobile World Sampatchak Bazar Patna
V-Mart - Patna City,https://stores.vmartretail.com/v-mart-patna-city-sadikpur-patna-30983/home,"Sadikpur, Patna",+919308314142,"Khaze Kain Road, Kasera Toli, Kasera Toli, Near Krishna Talkies, Sadar Gali, Sadikpur, Patna, Bihar, 800008","Near Krishna Talkies, Sadar Gali"
V-Mart - Sitamarhi,https://stores.vmartretail.com/v-mart-sitamarhi-pupri-sitamarhi-39638/home,"Pupri, Sitamarhi",+919717266985,"Ward No 3, DAV Road, Near Madhubani Bus Stand Pupri, Pupri, Sitamarhi, Bihar, 843320",Near Madhubani Bus Stand Pupri
V-Mart - Fatuha,https://stores.vmartretail.com/v-mart-fatuha-fatuha-patna-30937/home,"Fatuha, Patna",+919810917346,"Ground Floor, Raypura, Raypura, Near BHANDHAN BANQUET HALL,Raipura, Fatuha, Patna, Bihar, 803201","Near BHANDHAN BANQUET HALL,Raipura"
V-Mart - Church Road,https://stores.vmartretail.com/v-mart-church-road-nagmatia-colony-gaya-32943/home,"Nagmatia Colony, Gaya",+919386346584,"Dharam Dhurin Complex, Gandhi Maidan, Gandhi Maidan, Near Gandhi Maidan [Gaya], Nagmatia Colony, Gaya, Bihar, 823001",Near Gandhi Maidan [Gaya]
V-Mart - Gaya-Manpur,https://stores.vmartretail.com/v-mart-gaya-manpur-manpur-gaya-41990/home,"Manpur, Gaya",+919971039104,"Mahaveer Sthan, Lalji Market, Movffsil More, Nawada Road, Near , Manpur, Gaya, Bihar, 823003",Near
V-Mart - Patna-Bakhtiyarpur,https://stores.vmartretail.com/v-mart-patna-bakhtiyarpur-bakhtiarpur-patna-30772/home,"Bakhtiarpur, Patna",+919821226845,"Madhopur, Main Road, Hakikatpur, Hakikatpur, Near Bakhtiarpur, Bakhtiarpur, Patna, Bihar, 803212",Near Bakhtiarpur
V-Mart - Samastipur - Tajpur Road,https://stores.vmartretail.com/v-mart-samastipur-tajpur-road-kashipur-samastipur-41929/home,"Kashipur, Samastipur",+919831409496,"Tajpur Road, Magardahi Ghat, Ganesh Chowk, Near Dr Zakir Hussain Institute And Hospital,Samastipur, Kashipur, Samastipur, Bihar, 848101","Near Dr Zakir Hussain Institute And Hospital,Samastipur"
V-Mart - Darbhanga,https://stores.vmartretail.com/v-mart-darbhanga-kathalbari-darbhanga-30913/home,"Kathalbari, Darbhanga",+919334260960,"Rajkumar Ganj Road, Rajkumar Ganj Road, Near Shyama Mai Temple, Kathalbari, Darbhanga, Kathalbari, Darbhanga, Bihar, 846004","Near Shyama Mai Temple, Kathalbari, Darbhanga"
V-Mart - Samastipur,https://stores.vmartretail.com/v-mart-samastipur-kasipur-samastipur-30908/home,"Kasipur, Samastipur",+919386392800,"Mathurapur Ghat, Darbhanga Road, Near GPS Institute of Skill Development & IT, Kasipur, Samastipur, Bihar, 848101",Near GPS Institute of Skill Development & IT
V-Mart - Darbhanga-Donar,https://stores.vmartretail.com/v-mart-darbhanga-donar-donar-darbhanga-30876/home,"Donar, Darbhanga",+919821226972,"Donar Road, Near Holy Cross School, Donar, Darbhanga, Bihar, 846004",Near Holy Cross School
V-Mart - Latehar,https://stores.vmartretail.com/v-mart-latehar-sasang-latehar-31045/home,"Sasang, Latehar",+917290036231,"Ground Floor, Main Market Road, Near DEO Office, Sasang, Latehar, Jharkhand, 829206",Near DEO Office
V-Mart - Morvi,https://stores.vmartretail.com/v-mart-morvi-morbi-rajkot-30777/home,"Morbi, Rajkot",+919328572268,"Hari Om Market, Ravapar Road, Near V Mart Ravapar Road, Morbi, Rajkot, Gujarat, 363641",Near V Mart Ravapar Road
V-Mart - Madhubani,https://stores.vmartretail.com/v-mart-madhubani-ayachi-nagar-madhubani-30781/home,"Ayachi Nagar, Madhubani",+919308855751,"Swadesh Tower, Thana Modh, Thana Modh, Near Jagdish Nandan College, Ayachi Nagar, Madhubani, Bihar, 847211",Near Jagdish Nandan College
V-Mart - Madhubani-Station Road,https://stores.vmartretail.com/v-mart-madhubani-station-road-madhubani-37303/home,Madhubani,+919773918090,"Ward No 23, Khasra No. 278, 163, 304/2, 304/3, 305/2, 305/3, 306/2(010), Professor Colony, Near JMDPL Mahila College, Madhubani, Madhubani, Bihar, 847211","Near JMDPL Mahila College, Madhubani"
V-Mart - Nawada,https://stores.vmartretail.com/v-mart-nawada-gondapur-nawada-30837/home,"Gondapur, Nawada",+919308330535,"Gharpar, Purani Bazaar, Main Road, Roh, Near Kalali Road, Gondapur, Nawada, Bihar, 805110",Near Kalali Road
V-Mart - Deepkamal_Mall,https://stores.vmartretail.com/v-mart-deepkamal-mall-nana-varachha-surat-30759/home,"Nana Varachha, Surat",+919289062305,"Shop No 4 To 7, 104 To 111, Ground Floor And 1St Floor, Deepkamal Mall & Multiplex, Varaccha Road, Near Nature Park and Zoo, Nana Varachha, Surat, Gujarat, 395006",Near Nature Park and Zoo
V-Mart - Madhubani-Jhajharpur,https://stores.vmartretail.com/v-mart-madhubani-jhajharpur-jhanjharpur-darbhanga-31072/home,"Jhanjharpur, Darbhanga",+919871123816,"Khata No 556, Ward No 11, Plot No 5519, 5868/O, 6559/N, Near Krishan health care,Jhanjharpur, Jhanjharpur, Darbhanga, Bihar, 847404","Near Krishan health care,Jhanjharpur"
V-Mart - Gandhidham,https://stores.vmartretail.com/v-mart-gandhidham-bank-circle-gandhidham-30998/home,"Bank Circle, Gandhidham",+919328603852,"Raj Kamal 1, Pn 348, Ward 12/B, Near Banking Circle, Bank Circle, Gandhidham, Gujarat, 370201",Near Banking Circle
V-Mart - Lohardaga,https://stores.vmartretail.com/v-mart-lohardaga-gudri-bazar-lohardaga-31037/home,"Gudri Bazar, Lohardaga",+918448480723,"Mb Complex, Shukla Bazar Road, Near Barwatoli Lohardaga, Main Rd, Gudri Bazar, Lohardaga, Jharkhand, 835302","Near Barwatoli Lohardaga, Main Rd"
V-Mart - Barhi-Dhanbad Road,https://stores.vmartretail.com/v-mart-barhi-dhanbad-road-barhi-chatra-30955/home,"Barhi, Chatra",+919311375494,"Ps No 71, Near Bank Of India Barhi, Barhi, Chatra, Jharkhand, 825405",Near Bank Of India Barhi
V-Mart - Begusarai,https://stores.vmartretail.com/v-mart-begusarai-chitragupta-nagar-begusarai-30921/home,"Chitragupta Nagar, Begusarai",+919386267657,"Shyam Complex, Kutchery Road, Near Top Medicare Hospital Begusarai, Chitragupta Nagar, Begusarai, Bihar, 851101",Near Top Medicare Hospital Begusarai
V-Mart - Hazaribagh-Pugmil Road,https://stores.vmartretail.com/v-mart-hazaribagh-pugmil-road-pugmil-hazaribagh-37579/home,"Pugmil, Hazaribagh",+917303486359,"Pugmil Road, Pugmil Road, Near M Warsi General Store Inderpuri Chowk Hazaribagh, Pugmil, Hazaribagh, Jharkhand, 825301",Near M Warsi General Store Inderpuri Chowk Hazaribagh
V-Mart - Gumla,https://stores.vmartretail.com/v-mart-gumla-gumla-gumla-31029/home,"Gumla, Gumla",+919773989146,"Aashirvaad Complex, Ward No 12, Near Sisai road gumla, Gumla, Gumla, Jharkhand, 835207",Near Sisai road gumla
V-Mart - Supaul,https://stores.vmartretail.com/v-mart-supaul-north-hathkola-supaul-30878/home,"North Hathkola, Supaul",+917303585369,"Ganga Talkies, Station Road, Station Road, Near Ganga Talkies, Supaul, North Hathkola, Supaul, Bihar, 852131","Near Ganga Talkies, Supaul"
V-Mart - Saharsa,https://stores.vmartretail.com/v-mart-saharsa-kahra-saharsa-30889/home,"Kahra, Saharsa",+917488564226,"Manorma Complex, Purab Bazar, Sant Nagar, Purab Bazar, Near Saharsa College of Engineering (SCE), Saharsa, Kahra, Saharsa, Bihar, 852201","Near Saharsa College of Engineering (SCE), Saharsa"
V-Mart - Khagaria,https://stores.vmartretail.com/v-mart-khagaria-kalibari-khagaria-30778/home,"Kalibari, Khagaria",+919773989143,"Ground Floor, Mill Road, Near Dr Ashok Kumar, Kalibari, Khagaria, Bihar, 851204",Near Dr Ashok Kumar
V-Mart - Jamui,https://stores.vmartretail.com/v-mart-jamui-purani-bazar-jamui-30818/home,"Purani Bazar, Jamui",+917488507516,"Mahashari Chowk, Lakhisarai Road, Lakhisarai Road, Near Mahisouri chowk, Purani Bazar, Jamui, Bihar, 811307",Near Mahisouri chowk
V-Mart - Munger,https://stores.vmartretail.com/v-mart-munger-maksuspur-munger-30872/home,"Maksuspur, Munger",+917488357825,"Chandan Bagh, Patna Road, Chandan Bagh, Near NAMITA MOTORS - YAMAHA MUNGER, Maksuspur, Munger, Bihar, 811201",Near NAMITA MOTORS - YAMAHA MUNGER
V-Mart - Jamnagar,https://stores.vmartretail.com/v-mart-jamnagar-park-colony-jamnagar-30824/home,"Park Colony, Jamnagar",+919376130960,"Kartik Complex, Col Shri, Joggers Park Road, Joggers Park Road, Near Joggers Park Rd, Park Colony, Jamnagar, Gujarat, 361008",Near Joggers Park Rd
V-Mart - Jamalpur,https://stores.vmartretail.com/v-mart-jamalpur-jamalpur-munger-30707/home,"Jamalpur, Munger",+917289971041,"Shivtara Complex, Munger Road, Gayatri Nagar, Munger Road, Near Citykart, Mahatma Gandhi Rd, Jamalpur, Jamalpur, Munger, Bihar, 811214","Near Citykart, Mahatma Gandhi Rd, Jamalpur"
V-Mart - Jamnagar-Samna Road,https://stores.vmartretail.com/v-mart-jamnagar-samna-road-green-city-jamnagar-37514/home,"Green City, Jamnagar",+919773805773,"Plot No 1, R S No 1213, Eva Park 1, Ranjit Sagar Road, Near Kirti Pan & Cold Drink, Green City, Jamnagar, Gujarat, 361005",Near Kirti Pan & Cold Drink
V-Mart - Madhepura,https://stores.vmartretail.com/v-mart-madhepura-jagjeevan-path-madhepura-30941/home,"Jagjeevan Path, Madhepura",+917289005223,"Thana Chowk, Thana Chowk, Near Hanuman Mandir Near Pani Tanki, Jagjeevan Path, Madhepura, Bihar, 852113",Near Hanuman Mandir Near Pani Tanki
V-Mart - Birsa Chowk-Ranchi,https://stores.vmartretail.com/v-mart-birsa-chowk-ranchi-upper-bazar-ranchi-31065/home,"Upper Bazar, Ranchi",+919015684112,"Pn 983, Hinoo Main Road, Birsa Chowk, Near Pahari Temple,Ranchi, Upper Bazar, Ranchi, Jharkhand, 834002","Near Pahari Temple,Ranchi"
V-Mart - Ranchi-Ratu Road,https://stores.vmartretail.com/v-mart-ranchi-ratu-road-hehal-ranchi-32951/home,"Hehal, Ranchi",+919717050062,"Ward No 35, Priya Kunj Complex, Ratu Road, Ratu Road, Near Pahari Temple,Ranchi, Hehal, Ranchi, Jharkhand, 834005","Near Pahari Temple,Ranchi"
V-Mart - Ranchi,https://stores.vmartretail.com/v-mart-ranchi-naga-baba-khatal-ranchi-31053/home,"Naga Baba Khatal, Ranchi",+919386093975,"Epic Centre, Raj Hospital Complex, Main Road, Near Nucleus Mall, Circular Rd, Naga Baba Khatal, Ranchi, Jharkhand, 834001","Near Nucleus Mall, Circular Rd"
V-Mart - Ramgarh,https://stores.vmartretail.com/v-mart-ramgarh-ramgarh-hazaribag-30890/home,"Ramgarh, Hazaribag",+917289913783,"Panchratna Chourasia Galaxy, Gola Road, Gola Road, Near Chatti bazar, Ramgarh Cantonment, Ramgarh, Hazaribag, Jharkhand, 829103","Near Chatti bazar, Ramgarh Cantonment"
V-Mart - Ranchi-Bariatu Road,https://stores.vmartretail.com/v-mart-ranchi-bariatu-road-baragain-ranchi-30986/home,"Baragain, Ranchi",+919810890587,"Pn 2650, Khata No 246, Shyama Residency, No 10/18, Thana 184, Bariatu Road, Near Housing Chowk, Baragain, Ranchi, Jharkhand, 834009",Near Housing Chowk
V Mart - Ranchi-Station Road,https://stores.vmartretail.com/v-mart-ranchi-station-road-kathartoli-ranchi-32433/home,"Kathartoli, Ranchi",+917303522335,"Siram Village, Indira Chowk, Station Road, Station Road, Near Yogoda Satsanga Society of India - Ranchi Ashram, Kathartoli, Ranchi, Jharkhand, 834001",Near Yogoda Satsanga Society of India - Ranchi Ashram
V-Mart - Murliganj,https://stores.vmartretail.com/v-mart-murliganj-murliganj-madhepura-41930/home,"Murliganj, Madhepura",+918800730831,"Khata No 102, Khara No 422, Thana No 264, Ward No 09, Cinema Hall Chowk, Near Kiran Talkies, Murliganj, Madhepura, Bihar, 852122",Near Kiran Talkies
V-Mart - Chhapra,https://stores.vmartretail.com/v-mart-chhapra-chapra-chapra-30926/home,"Chapra, Chapra",+919386016126,"Mohalla Dahiawa Tola, Shri Nandan Path, Sadhnapuri, Shri Nandan Path, Near SHIV & SONS PHARMA, Chapra, Chapra, Bihar, 841301",Near SHIV & SONS PHARMA
V-Mart - Khunti-Subhash Chowk,https://stores.vmartretail.com/v-mart-khunti-subhash-chowk-jannat-ganar-khunti-32950/home,"Jannat Ganar, Khunti",+917303520077,"Liyaqat Ali Line, Subhash Chowk, Jannat Road, Liyaqat Ali Line, Near HOTEL MAHI INN, Khunti, Jannat Ganar, Khunti, Jharkhand, 835210","Near HOTEL MAHI INN, Khunti"
V-Mart - Jharsuguda,https://stores.vmartretail.com/v-mart-jharsuguda-marwari-para-jharsuguda-30842/home,"Marwari Para, Jharsuguda",+919337441150,"Shankar Bagicha, Sarbahal Road, Sarbahal Road, Near Sarbahal Rd, Odisha, Marwari Para, Jharsuguda, Odisha, 768201","Near Sarbahal Rd, Odisha"
V-Mart - Forbesganj-Sadar Road,https://stores.vmartretail.com/v-mart-forbesganj-sadar-road-forbesganj-araria-32338/home,"Forbesganj, Araria",+919599805005,"Sadar Bazar Road, Near Landmark Plaza, Near Station Chowk, Forbesganj, Araria, Bihar, 854318",Near Station Chowk
V-Mart - Phusro,https://stores.vmartretail.com/v-mart-phusro-phusro-bazaar-bokaro-30968/home,"Phusro Bazaar, Bokaro",+918448597235,"Manish Trading Co, Bhoot Bunglow, Pn 2047, Near Jhabbu Singh Memorial College, Phusro Bazaar, Bokaro, Jharkhand, 829144",Near Jhabbu Singh Memorial College
V-Mart - Giridih,https://stores.vmartretail.com/v-mart-giridih-kalibari-giridih-30782/home,"Kalibari, Giridih",+918448597236,"Kd Market, Kalibari Chowk, Makatpur Road, Kalibari Chowk, Near Hotel blue whale, Station Rd, Kalibari, Giridih, Jharkhand, 815301","Near Hotel blue whale, Station Rd"
V-Mart - Bhagalpur - Gurhatta Chowk,https://stores.vmartretail.com/v-mart-bhagalpur-gurhatta-chowk-mujahid-pur-bhagalpur-42016/home,"Mujahid Pur, Bhagalpur",+919773506871,"Gurhatta Chowk, Tilkamanjhi - Barari Road, Near RAILWAY CHILDREN PARK,Bhagalpur, Mujahid Pur, Bhagalpur, Bihar, 812005","Near RAILWAY CHILDREN PARK,Bhagalpur"
V-Mart - Bhagalpur,https://stores.vmartretail.com/v-mart-bhagalpur-jagdishpur-bhagalpur-30936/home,"Jagdishpur, Bhagalpur",+919386284184,"Shah Market, Patel Babu Road, Patel Babu Road, Near Ajanta Dental Clinic, Patal Babu Rd, Jagdishpur, Bhagalpur, Bihar, 812001","Near Ajanta Dental Clinic, Patal Babu Rd"
V-Mart - Bhagalpur-Kachehari Road,https://stores.vmartretail.com/v-mart-bhagalpur-kachehari-road-bhikhanpur-bhagalpur-34271/home,"Bhikhanpur, Bhagalpur",+917042350082,"Kuchery Chowk, Kuchery Chowk, Near Kachari Chowk,Bhagalpur, Bhikhanpur, Bhagalpur, Bihar, 812001","Near Kachari Chowk,Bhagalpur"
V-Mart - Junagarh,https://stores.vmartretail.com/v-mart-junagarh-talav-gate-junagadh-37581/home,"Talav Gate, Junagadh",+919971758008,"Talav Darwaza Road, Talav Darwaza Road, Near Shivaji Girls PG & Hostel Junagadh, Talav Gate, Junagadh, Gujarat, 362001",Near Shivaji Girls PG & Hostel Junagadh
