store_name,store_linnk,store_locality,store_phone_numbers,store_address,store_landmark
V-Mart - Lajpat Nagar,https://stores.vmartretail.com/v-mart-lajpat-nagar-lajpat-nagar-south-east-delhi-30965/home,"Lajpat Nagar, South East Delhi",+918448982285,"No D 3, Block 1, Central Market 2, Near Dolma Aunty Momo's., Lajpat Nagar, South East Delhi, Delhi, 110024",Near Dolma Aunty Momo's.
V-Mart - Laxmi Nagar,https://stores.vmartretail.com/v-mart-laxmi-nagar-laxmi-nagar-new-delhi-30796/home,"Laxmi Nagar, New Delhi",+919313699995,"Shop No 610 And 611, Ravi Das Marg, Main Bazar Road, Guru Ram Das Nagar, Near Mangal Bazar Road, Laxmi Nagar, New Delhi, Delhi, 110092",Near Mangal Bazar Road
V-Mart - Mahipalpur,https://stores.vmartretail.com/v-mart-mahipalpur-mahipalpur-new-delhi-41806/home,"Mahipalpur, New Delhi",+919773926473,"Pillar Number RP14M, Delhi - Gurugram Expressway, Near Radisson Blu Plaza Hotel, Delhi Airport, Mahipalpur, New Delhi, Delhi, 110037","Near Radisson Blu Plaza Hotel, Delhi Airport"
V-Mart - Mahavir Enclave,https://stores.vmartretail.com/v-mart-mahavir-enclave-mahavir-enclave-new-delhi-39070/home,"Mahavir Enclave, New Delhi",+919650220114,"Rzg-2, Palam Dabri Road, Near Dashrathpuri Metro Station, New Delhi, Mahavir Enclave, New Delhi, Delhi, 110045","Near Dashrathpuri Metro Station, New Delhi"
V-Mart - Delhi-Dwarka,https://stores.vmartretail.com/v-mart-delhi-dwarka-dwarka-new-delhi-31000/home,"Dwarka, New Delhi",+917042989955,"No E/561/A & E/561B, Palam Extension, Palam Extension, Near Ramphal Chowk Rd, Dwarka, New Delhi, Delhi, 110075",Near Ramphal Chowk Rd
V-Mart - Delhi-Burari,https://stores.vmartretail.com/v-mart-delhi-burari-burari-north-delhi-32949/home,"Burari, North Delhi",+919289551045,"Virendar Nagar, Block B, Sant Nagar, 100 feet Road, Near Labour Chowk Sant Nagar, Burari, North Delhi, Delhi, 110084",Near Labour Chowk Sant Nagar
V-Mart - Bhangel,https://stores.vmartretail.com/v-mart-bhangel-noida-gautam-buddha-nagar-30760/home,"Noida, Gautam Buddha Nagar",+918467922637,"Raghuveer Complex, Main Dadri Road, Bhangel, Main Dadri Road, Near Kanya Inter College, Noida, Gautam Buddha Nagar, Uttar Pradesh, 201304",Near Kanya Inter College
V-Mart - Ghaziabad-Gandhi Nagar,https://stores.vmartretail.com/v-mart-ghaziabad-gandhi-nagar-nehru-nagar-ghaziabad-30966/home,"Nehru Nagar, Ghaziabad",+919289792511,"Main Road, Gandhi Nagar, Near Hari Mandir, Nehru Nagar, Ghaziabad, Uttar Pradesh, 201001",Near Hari Mandir
V-Mart - Faridabad-Nit,https://stores.vmartretail.com/v-mart-faridabad-nit-new-industrial-town-faridabad-30993/home,"New Industrial Town, Faridabad",+919289447776,"Ground Floor, Kali Mandir, Near Kali Mata mandir,N.I.T Bus Stand, New Industrial Town, Faridabad, Haryana, 121001","Near Kali Mata mandir,N.I.T Bus Stand"
V-Mart - Delhi-Narela,https://stores.vmartretail.com/v-mart-delhi-narela-narela-north-west-delhi-30826/home,"Narela, North West Delhi",+917428495287,"Plot No 63, Block A, Pana Udyan, Pana Udyan, Near Jhanda Chowk Rd, Narela, North West Delhi, Delhi, 110040",Near Jhanda Chowk Rd
V-Mart - Gurugram-Badshahpur,https://stores.vmartretail.com/v-mart-gurugram-badshahpur-badshahpur-gurugram-30855/home,"Badshahpur, Gurugram",+919810891205,"Mangla Tower, Main Badshahpur Sohna Road, Sector 66, Near Area Mall, Badshahpur, Gurugram, Haryana, 122101",Near Area Mall
V-Mart - Palwal-Agra Chowk,https://stores.vmartretail.com/v-mart-palwal-agra-chowk-palwal-faridabad-30745/home,"Palwal, Faridabad",+919667738051,"Bhatia Complex, Agra Chowk, Moti Colony, Moti Colony, Near S.m.travels Agra Chowk palwal, Palwal, Faridabad, Haryana, 121102",Near S.m.travels Agra Chowk palwal
V-Mart - Meerut,https://stores.vmartretail.com/v-mart-meerut-jattiwara-meerut-30747/home,"Jattiwara, Meerut",+919368356534,"Satyam Palace 552, Budhana Gate, Nigar Cinema Road, Near Satyam Plaza Complex, Jattiwara, Meerut, Uttar Pradesh, 250002",Near Satyam Plaza Complex
V-Mart - Muzaffarnagar,https://stores.vmartretail.com/v-mart-muzaffarnagar-south-civil-lines-muzaffarnagar-30737/home,"South Civil Lines, Muzaffarnagar",+919368019700,"House No 15, Gt Road, Gt Road, Near Shiv Chowk, Civil Lines South, South Civil Lines, Muzaffarnagar, Uttar Pradesh, 251002","Near Shiv Chowk, Civil Lines South"
V-Mart - Aligarh,https://stores.vmartretail.com/v-mart-aligarh-shyam-nagar-aligarh-31016/home,"Shyam Nagar, Aligarh",+919359758123,"Narendra Banquet Hall, Ramghat Road, Near Narendra Banquet Hall Ramghat Rd, Shyam Nagar, Aligarh, Uttar Pradesh, 202001",Near Narendra Banquet Hall Ramghat Rd
V-Mart - Bijnor,https://stores.vmartretail.com/v-mart-bijnor-s-d-puram-bijnor-41833/home,"S D Puram, Bijnor",+919311457681,"Ak Plaza, Kiratpur Road, Near Vardhaman College, S D Puram, Bijnor, Uttar Pradesh, 246701",Near Vardhaman College
V-Mart - Amroha,https://stores.vmartretail.com/v-mart-amroha-amroha-amroha-30724/home,"Amroha, Amroha",+918287830228,"Kot Chauraha, Danishmandan, Danishmandan, Near Head Post Office of Amroha, Amroha, Amroha, Uttar Pradesh, 244221",Near Head Post Office of Amroha
V-Mart - Mathura,https://stores.vmartretail.com/v-mart-mathura-professor-colony-mathura-31003/home,"Professor Colony, Mathura",+919368894723,"SN Tower, Krishna Vihar Road, Near B.S.A College of Engineering and Technology, Professor Colony, Mathura, Uttar Pradesh, 281001",Near B.S.A College of Engineering and Technology
V-Mart - Hathras,https://stores.vmartretail.com/v-mart-hathras-nayaganj-hathras-30746/home,"Nayaganj, Hathras",+919358233270,"Shop No 141, Shri Mukesh Ji Mall, Sikatra Walagroup, Shri Mukesh Ji Mall, Near Roadways Bus Stand Hathras, Nayaganj, Hathras, Uttar Pradesh, 204101",Near Roadways Bus Stand Hathras
V-Mart - Saharanpur-Delhi Road,https://stores.vmartretail.com/v-mart-saharanpur-delhi-road-police-line-saharanpur-31034/home,"Police Line, Saharanpur",+919319697764,"Plot No. 2, Shivaji Colony, Delhi Road, Near Shivaji Nagar Colony,Saharanpur - Delhi Rd, Police Line, Saharanpur, Uttar Pradesh, 247001","Near Shivaji Nagar Colony,Saharanpur - Delhi Rd"
V-Mart - Chandausi-Bahjoi Road,https://stores.vmartretail.com/v-mart-chandausi-bahjoi-road-vikas-nagar-moradabad-30712/home,"Vikas Nagar, Moradabad",+918448855637,"Plot No 864, Bahjoi Road, Sambhal, Bahjoi Road, Near CO Office Chandausi, Vikas Nagar, Moradabad, Uttar Pradesh, 202412",Near CO Office Chandausi
V-Mart - Saharanpur,https://stores.vmartretail.com/v-mart-saharanpur-subhash-nagar-saharanpur-30925/home,"Subhash Nagar, Saharanpur",+919319493020,"Uttam Hotel, Ambala Road, Ambala Road, Near Ghanta Ghar Saharanpur, Subhash Nagar, Saharanpur, Uttar Pradesh, 247001",Near Ghanta Ghar Saharanpur
V-Mart - Roorkee Ramnagar,https://stores.vmartretail.com/v-mart-roorkee-ramnagar-ramnagar-roorkee-32350/home,"Ramnagar, Roorkee",+919599805700,"Ward No 18, Part 2, Ramnagar, Civil line, Near Tanishq Jewellery - Roorkee - Civil Lines, Ramnagar, Roorkee, Uttarakhand, 247667",Near Tanishq Jewellery - Roorkee - Civil Lines
V-Mart - Muradabad,https://stores.vmartretail.com/v-mart-muradabad-civil-lines-moradabad-30788/home,"Civil Lines, Moradabad",+919358846761,"Reti Street, Chowmukha Pul, Purani Kotwali, Chowmukha Pul, Near chouhan madikal store, Pat Pat Sarai, Moradabad, Civil Lines, Moradabad, Uttar Pradesh, 244001","Near chouhan madikal store, Pat Pat Sarai, Moradabad"
V-Mart - Nazibabad-Haridwar Road,https://stores.vmartretail.com/v-mart-nazibabad-haridwar-road-najibabad-bijnor-36827/home,"Najibabad, Bijnor",+917303486254,"Najibabad - Haridwar Road, Near Mall Godown, Shakoor Nagar, Near Chaturvedi Sweet Shop and Restaurant, Najibabad, Bijnor, Uttar Pradesh, 246763",Near Chaturvedi Sweet Shop and Restaurant
V-Mart - Bharatpur,https://stores.vmartretail.com/v-mart-bharatpur-krishna-nagar-bharatpur-39548/home,"Krishna Nagar, Bharatpur",+918826640059,"Company Bagh Circle, Circular Road, Near Highway taxi and cab service, Krishna Nagar, Bharatpur, Rajasthan, 321001",Near Highway taxi and cab service
V-Mart - Kasganj-Thandi Sadak,https://stores.vmartretail.com/v-mart-kasganj-thandi-sadak-kasganj-etah-34976/home,"Kasganj, Etah",+919319259098,"Thandi Sadak Gate, Kasganj Road, Near Kasganj Bus Stand, Kasganj, Etah, Uttar Pradesh, 207123",Near Kasganj Bus Stand
V-Mart - Haridwar-Shivalik Nagar,https://stores.vmartretail.com/v-mart-haridwar-shivalik-nagar-shivalik-nagar-haridwar-30930/home,"Shivalik Nagar, Haridwar",+919667759868,"Plot No R/104, Sankalp Complex, Phase 3, Bhel, Phase 3, Bhel, Near Sunny Brothers Fast Food, Shivalik Nagar, Haridwar, Uttarakhand, 249403",Near Sunny Brothers Fast Food
V-Mart - Haridwar,https://stores.vmartretail.com/v-mart-haridwar-prem-nagar-haridwar-30975/home,"Prem Nagar, Haridwar",+917520401086,"400, Awas Vikas, Ranipur Mode Bypass Road, prem nagar, Near Croma-Ranipur Mod, Prem Nagar, Haridwar, Uttarakhand, 249407",Near Croma-Ranipur Mod
V-Mart - Agra-Sikandra,https://stores.vmartretail.com/v-mart-agra-sikandra-sikandra-yojna-agra-30974/home,"Sikandra Yojna, Agra",+917428389500,"C 1/13, Gemini Plaza, Sector No 13, Near Big Brands mall, Vidhi complex kargil, Pashchimpuri Rd, Agra, Sikandra Yojna, Agra, Uttar Pradesh, 282007","Near Big Brands mall, Vidhi complex kargil, Pashchimpuri Rd, Agra"
V-Mart - Agra,https://stores.vmartretail.com/v-mart-agra-kamla-nagar-agra-30792/home,"Kamla Nagar, Agra",+919358980471,"Plot No 775, Block E, Pani Tanki Road, Kamla Nagar, Near Shri Shri Jagannath Mandir (ISKCON Agra), Kamla Nagar, Agra, Uttar Pradesh, 282005",Near Shri Shri Jagannath Mandir (ISKCON Agra)
V-Mart - Shahganj,https://stores.vmartretail.com/v-mart-shahganj-shahganj-agra-31011/home,"Shahganj, Agra",+917290048105,"No 3/67, Rui Ki Mandi Market, Rui Ki Mandi Market, Near Anand Foods, Shahganj, Agra, Uttar Pradesh, 282001",Near Anand Foods
V-Mart - Rampur,https://stores.vmartretail.com/v-mart-rampur-civil-lines-rampur-30917/home,"Civil Lines, Rampur",+919773989145,"Ground Floor, Shaukat Ali Road, Shaukat Ali Road, Near नर्मदेश्वर महादेव मंदिर, Civil Lines, Rampur, Uttar Pradesh, 244901",Near नर्मदेश्वर महादेव मंदिर
V-Mart - Kotdwar-Devi Road,https://stores.vmartretail.com/v-mart-kotdwar-devi-road-sukharo-kotdwar-32359/home,"Sukharo, Kotdwar",+918130918811,"Devi Road, Sitabpur Patti, Sukharo, Pauri Garhwal, Near Devi Road, Sukharo, Kotdwar, Uttarakhand, 246149",Near Devi Road
V-Mart - Agra-Vip Road,https://stores.vmartretail.com/v-mart-agra-vip-road-saraikhwaja-agra-30779/home,"Saraikhwaja, Agra",+917428661176,"Khasra No 52, Mc No 58/293C, Vip Road, Vip Road, Near Tiranga Chowk Selfie Point, Saraikhwaja, Agra, Uttar Pradesh, 282001",Near Tiranga Chowk Selfie Point
V-Mart - Rajpura-Agra,https://stores.vmartretail.com/v-mart-rajpura-agra-tajganj-agra-31062/home,"Tajganj, Agra",+919319255722,"Plot No 157, Shashmabad Road, Rajpura, Near Upadhyay Hospital - Best Hospital in Agra, Tajganj, Agra, Uttar Pradesh, 282003",Near Upadhyay Hospital - Best Hospital in Agra
V-Mart - Kashipur,https://stores.vmartretail.com/v-mart-kashipur-kashipur-udham-singh-nagar-30711/home,"Kashipur, Udham Singh Nagar",+919358855677,"Priya Mall, Railway Crossing, Bajpur Road, Near Rainbow Collection-Priya Mall, Kashipur, Udham Singh Nagar, Uttarakhand, 244713",Near Rainbow Collection-Priya Mall
V-Mart - Etah-Gt Road,https://stores.vmartretail.com/v-mart-etah-gt-road-babuganj-etah-33100/home,"Babuganj, Etah",+919599298108,"Vijay Nagar, GT Road, GT Road, Near Babuganj, Etah, Babuganj, Etah, Uttar Pradesh, 272207","Near Babuganj, Etah"
V-Mart - Rishikesh-Haridwar Road,https://stores.vmartretail.com/v-mart-rishikesh-haridwar-road-mayakund-rishikesh-31071/home,"Mayakund, Rishikesh",+919821189475,"Ground Floor, Rishikesh Haridwar Road, Near Chandrabhaga Pull, Mayakund, Rishikesh, Uttarakhand, 249201",Near Chandrabhaga Pull
V-Mart - Budaun-Jogipura,https://stores.vmartretail.com/v-mart-budaun-jogipura-jogipura-budaun-42033/home,"Jogipura, Budaun",+919311454957,"SH 43, Gurudwara Road, Near C.M.O. Office Complex, Budaun, Jogipura, Budaun, Uttar Pradesh, 243601","Near C.M.O. Office Complex, Budaun"
V-Mart - Budaun,https://stores.vmartretail.com/v-mart-budaun-jogipura-budaun-30761/home,"Jogipura, Budaun",+917520914322,"Lakshmi Building, Gandhi Ground Road, Near KD Hotel Budaun, Jogipura, Budaun, Uttar Pradesh, 243601",Near KD Hotel Budaun
V-Mart - Firozabad,https://stores.vmartretail.com/v-mart-firozabad-nai-basti-firozabad-30912/home,"Nai Basti, Firozabad",+919359081611,"Shop No 16/Da, Sn Road, Sn Road, Near SN Rd, Firozabad, Nai Basti, Firozabad, Uttar Pradesh, 283203","Near SN Rd, Firozabad"
V-Mart - Ambala,https://stores.vmartretail.com/v-mart-ambala-old-town-ambala-31060/home,"Old Town, Ambala",+919354668787,"2526 A/2637, Blk 2, Jagadhari Gate, Patel Road, Jogiwara, Near Jagadhri Gate, Ambala, Old Town, Ambala, Haryana, 134003","Near Jagadhri Gate, Ambala"
V-Mart - Majra-Dehradun,https://stores.vmartretail.com/v-mart-majra-dehradun-niranjanpur-dehradun-30806/home,"Niranjanpur, Dehradun",+918448382153,"Walia Compound, Saharanpur Road, Majra, Niranjanpur, Near GRD Academy Niranjanpur, Niranjanpur, Dehradun, Uttarakhand, 248001",Near GRD Academy Niranjanpur
V-Mart - Dehradun-Haridwar Road,https://stores.vmartretail.com/v-mart-dehradun-haridwar-road-dharampur-dehradun-32357/home,"Dharampur, Dehradun",+919599806006,"Dehradun Haridwar Road, Ajabpur Kalan, Dehradun Haridwar Road, Ajabpur Kalan, Near Rispana Pull, Dehradun, Dharampur, Dehradun, Uttarakhand, 248001","Near Rispana Pull, Dehradun"
V-Mart - Dehradun,https://stores.vmartretail.com/v-mart-dehradun-chakrata-dehradun-31032/home,"Chakrata, Dehradun",+919368214722,"No 03/02, Chakarta Road, Kishan Nagar Chowk, Near Kishan Nagar Chowk, Chakrata, Dehradun, Uttarakhand, 248001",Near Kishan Nagar Chowk
V-Mart - Dalanwala-Dehradun,https://stores.vmartretail.com/v-mart-dalanwala-dehradun-dalanwala-dehradun-30875/home,"Dalanwala, Dehradun",+918448982288,"23/1, Raipur Road, Near Dalanwala, Dalanwala, Dehradun, Uttarakhand, 248001",Near Dalanwala
V-Mart - Dehradun-Rajpur Road,https://stores.vmartretail.com/v-mart-dehradun-rajpur-road-jakhan-dehradun-34974/home,"Jakhan, Dehradun",+919319981509,"Rajpur Road, Doon Vihar, Near Pacific Mall Dehradun, Jakhan, Dehradun, Uttarakhand, 248195",Near Pacific Mall Dehradun
V-Mart - Dehradun-Vikas Nagar,https://stores.vmartretail.com/v-mart-dehradun-vikas-nagar-vikasnagar-dehradun-30763/home,"Vikasnagar, Dehradun",+919810847660,"Main Road, Purani Bazar, Rasoolpur, vikas nagar, Near Rasoolpur Rd, Vikasnagar, Dehradun, Uttarakhand, 248198",Near Rasoolpur Rd
V-Mart - Rudrapur,https://stores.vmartretail.com/v-mart-rudrapur-kichha-udham-singh-nagar-30725/home,"Kichha, Udham Singh Nagar",+919359865304,"16/2, Divine Tower, Civil Lines, Near Janta inter college, Ahan Hospital and Diagnostic Centre, Kichha, Udham Singh Nagar, Uttarakhand, 263153","Near Janta inter college, Ahan Hospital and Diagnostic Centre"
V-Mart - Prem Nagar-Bareilly,https://stores.vmartretail.com/v-mart-prem-nagar-bareilly-brahampura-bareilly-30735/home,"Brahampura, Bareilly",+919667300354,"Kapil Hosiery, Macinor Road, Macinor Road, Near Gala Agencies, Macnair Road, Brahampura, Bareilly, Uttar Pradesh, 243005","Near Gala Agencies, Macnair Road"
V-Mart - Bareilly,https://stores.vmartretail.com/v-mart-bareilly-rampur-garden-bareilly-30738/home,"Rampur Garden, Bareilly",+918448085186,"Jk Hotel, Shayamat Ganj, College Road, Near Vikas Bhawan, Rampur Garden, Bareilly, Uttar Pradesh, 243001",Near Vikas Bhawan
V-Mart - Bareilly-Ram Vatika,https://stores.vmartretail.com/v-mart-bareilly-ram-vatika-bareilly-37440/home,Bareilly,+919599078379,"Shahjahanpur Road, Ram Vatika, Ram Vatika, Near Bareilly Satellite Bus Stand, Bareilly, Uttar Pradesh, 243005",Near Bareilly Satellite Bus Stand
V-Mart - Zirakpur-Bus Stand,https://stores.vmartretail.com/v-mart-zirakpur-bus-stand-sector-19-zirakpur-31018/home,"Sector 19, Zirakpur",+917428389505,"Sco. No Bus Stand 3 & 4, Bus Stand 3 & 4, Near Paras Down Town Square Mall, Sector 19, Zirakpur, Punjab, 140603",Near Paras Down Town Square Mall
V-Mart - Jaipur-Subhash Chowk,https://stores.vmartretail.com/v-mart-jaipur-subhash-chowk-subhash-chowk-jaipur-31063/home,"Subhash Chowk, Jaipur",+917290026402,"Plot No 51, Amer Road, Chaukadi, Near Hawamahal, Subhash Chowk, Jaipur, Rajasthan, 302002",Near Hawamahal
V-Mart - Jaipur-Murlipura,https://stores.vmartretail.com/v-mart-jaipur-murlipura-theme-colony-jaipur-30981/home,"Theme Colony, Jaipur",+919810840981,"Kedia Palace Road, Murlipura, Near Kedia Palace Rd, Murlipura, Theme Colony, Jaipur, Rajasthan, 302039","Near Kedia Palace Rd, Murlipura"
V-Mart - Haldwani,https://stores.vmartretail.com/v-mart-haldwani-haldwani-nainital-30804/home,"Haldwani, Nainital",+919368165995,"Kaladhungi Road, Heera Nagar, Mukhani Rd, Near Mukhani Chouraha, Haldwani, Nainital, Uttarakhand, 263139",Near Mukhani Chouraha
V-Mart - Jaipur-Jhotwara,https://stores.vmartretail.com/v-mart-jaipur-jhotwara-jhotwara-jaipur-30835/home,"Jhotwara, Jaipur",+917428389506,"Plot No 1 And 2, Kanta Chauraha, Kalawar Road, Kalyan Kunj Colony, Kalyan Kunj Colony, Near Kanta Chauraha, Jhotwara, Jaipur, Rajasthan, 302012",Near Kanta Chauraha
V-Mart - Chandigarh,https://stores.vmartretail.com/v-mart-chandigarh-sector-13-chandigarh-31056/home,"Sector 13, Chandigarh",+919023533418,"Sco 44, Chandigarh Panchkula Road, Manimajra, Near Manimajra Bus Stand, Sector 13, Chandigarh, Chandigarh, 160101",Near Manimajra Bus Stand
V-Mart - Haldwani,https://stores.vmartretail.com/v-mart-haldwani-kathgodam-haldwani-41830/home,"Kathgodam, Haldwani",+918650729912,"Bareilly - Nainital Road, Opposite Hotel Lemon Park, Near Hotel Maplewood Premier Haldwani, Kathgodam, Haldwani, Uttarakhand, 263139",Near Hotel Maplewood Premier Haldwani
V-Mart - Jaipur-Barkat Nagar,https://stores.vmartretail.com/v-mart-jaipur-barkat-nagar-tonk-fatak-jaipur-30713/home,"Tonk Fatak, Jaipur",+918130403831,"Plot No 21, Barkat Nagar, Near Garg Book Depot, Tonk Fatak, Jaipur, Rajasthan, 302015",Near Garg Book Depot
V-Mart - Jaipur-Sirsi Road,https://stores.vmartretail.com/v-mart-jaipur-sirsi-road-kanakpura-jaipur-31008/home,"Kanakpura, Jaipur",+917303182345,"Plot No 95, Mangal Nagar Yojna, Sirsi Road, Near 21 No Bus Stand, Sirsi Rd, Kanakpura, Jaipur, Rajasthan, 302015","Near 21 No Bus Stand, Sirsi Rd"
V-Mart - Jaipur-Nsr,https://stores.vmartretail.com/v-mart-jaipur-nsr-sodala-jaipur-30985/home,"Sodala, Jaipur",+919311775492,"Plot No 9, Vivek Vihar, Vishwa Nagar, New Sanganer Road, New Sanganer Road, Near Agrasen Hospital, Bharat Ashram Marg, Sodala, Jaipur, Rajasthan, 302019","Near Agrasen Hospital, Bharat Ashram Marg"
V-Mart - Jaipur-Chitrakoot,https://stores.vmartretail.com/v-mart-jaipur-chitrakoot-sanjay-nagar-jaipur-31081/home,"Sanjay Nagar, Jaipur",+917428787733,"No 10/167, Chitrakoot Marg, Chitrakoot Marg, Near Chitrakoot, Sanjay Nagar, Jaipur, Rajasthan, 302021",Near Chitrakoot
V-Mart - Jaipur-Mansarovar,https://stores.vmartretail.com/v-mart-jaipur-mansarovar-mansarovar-jaipur-32356/home,"Mansarovar, Jaipur",+919289662262,"Agarwal Farm, Vijay Path, Near Vijay Path, Mansarovar, Jaipur, Rajasthan, 302020",Near Vijay Path
V-Mart - Jaipur-Pratap Nagar,https://stores.vmartretail.com/v-mart-jaipur-pratap-nagar-pratap-nagar-jaipur-30867/home,"Pratap Nagar, Jaipur",+918800837840,"Plot No 111/14, Kumbha Marg, Sector 11, Kumbha Marg, Near Manav Seva Trust Rajasthan, Pratap Nagar, Jaipur, Rajasthan, 302011",Near Manav Seva Trust Rajasthan
V-Mart - Sanganer-Jaipur,https://stores.vmartretail.com/v-mart-sanganer-jaipur-kamla-nagar-jaipur-30995/home,"Kamla Nagar, Jaipur",+919319255766,"New Sanganer Road, Dada Gurudev Nagar, Near Kohinoor Cinema, Kamla Nagar, Jaipur, Rajasthan, 302029",Near Kohinoor Cinema
V-Mart - Morena-M S Road,https://stores.vmartretail.com/v-mart-morena-m-s-road-h-b-colony-morena-34018/home,"H B Colony, Morena",+919810547488,"M S Road, Keshav Colony, Near Janpad Panchayat, H B Colony, Morena, Madhya Pradesh, 476001",Near Janpad Panchayat
V-Mart - Pilibhit,https://stores.vmartretail.com/v-mart-pilibhit-desh-nager-pilibhit-30951/home,"Desh Nager, Pilibhit",+918467922644,"Godavari Complex Chawla Chauraha, Station Road, Near Rama Garden Pilibhit, Desh Nager, Pilibhit, Uttar Pradesh, 262001",Near Rama Garden Pilibhit
V-Mart - Bisalpur-Eidgah Chauraha,https://stores.vmartretail.com/v-mart-bisalpur-eidgah-chauraha-bisalpur-pilibhit-30844/home,"Bisalpur, Pilibhit",+918130038079,"Mohalla Ahayaspur, Mohalla Ahayaspur, Near Idgah chauraha Shahjahanpur road, Bisalpur, Pilibhit, Uttar Pradesh, 262201",Near Idgah chauraha Shahjahanpur road
V-Mart - Farrukhabad,https://stores.vmartretail.com/v-mart-farrukhabad-shyam-nagar-farrukhabad-31024/home,"Shyam Nagar, Farrukhabad",+919389322279,"Iti Chauraha, Thandi Sadak, Near Axis Bank Branch,Farrukhabad, Shyam Nagar, Farrukhabad, Uttar Pradesh, 209625","Near Axis Bank Branch,Farrukhabad"
V-Mart - Etawah,https://stores.vmartretail.com/v-mart-etawah-chogurjee-nagar-etawah-31042/home,"Chogurjee Nagar, Etawah",+919311549688,"Pn 1280, Swaroop Nagar, Near Etawah Junction, Chogurjee Nagar, Etawah, Uttar Pradesh, 206001",Near Etawah Junction
V-Mart - Shahajahanpur,https://stores.vmartretail.com/v-mart-shahajahanpur-sadar-bazaar-shahjahanpur-30797/home,"Sadar Bazaar, Shahjahanpur",+919359963364,"Mohalla Khirni Bagh, Bahadur Ganj Road, Sadar Bazar, Near Balaji Sweets And Fast Food, Nishat Rd, Sadar Bazaar, Shahjahanpur, Uttar Pradesh, 242001","Near Balaji Sweets And Fast Food, Nishat Rd"
V Mart - Shahjahanpur-Kachchakatra,https://stores.vmartretail.com/v-mart-shahjahanpur-kachchakatra-aligai-shahjahanpur-32856/home,"Aligai, Shahjahanpur",+919818328316,"Kachcha Katra Road, Kachcha Katra Road, Near Kacha katra, Aligai, Shahjahanpur, Uttar Pradesh, 242001",Near Kacha katra
V-Mart - Gwalior-Lashkar,https://stores.vmartretail.com/v-mart-gwalior-lashkar-lashkar-gwalior-30851/home,"Lashkar, Gwalior",+917303585367,"Plot No 184, Ek Roxy Bridge, Roxy Pul, Idgah, Ek Roxy Bridge, Near Roxy Pul, Idgah, Gwalior, Lashkar, Gwalior, Madhya Pradesh, 474001","Near Roxy Pul, Idgah, Gwalior"
V-Mart - Puranpur-Kotwali Road,https://stores.vmartretail.com/v-mart-puranpur-kotwali-road-puranpur-pilibhit-32954/home,"Puranpur, Pilibhit",+919667738716,"Ganeshganj, Main Kotwali Road, Near Shailesh Hospital, Kotwali Rd, Puranpur, Pilibhit, Uttar Pradesh, 262122","Near Shailesh Hospital, Kotwali Rd"
V-Mart - Sawaimadhopur,https://stores.vmartretail.com/v-mart-sawaimadhopur-sawai-madhosing-jaipur-32431/home,"Sawai Madhosing, Jaipur",+919599806900,"Alanpur Link Road, Alanpur Link Road, Near Alanpur Cir, Sawai Madhopur, Sawai Madhosing, Jaipur, Rajasthan, 322001","Near Alanpur Cir, Sawai Madhopur"
V-Mart - Hanumangarh-Station Road,https://stores.vmartretail.com/v-mart-hanumangarh-station-road-hanumangarh-37338/home,Hanumangarh,+919773833148,"Abhay Ocean Tower, Station Road, Station Road, Near Hanumangarh Junction, Hanumangarh, Rajasthan, 335512",Near Hanumangarh Junction
V-Mart - Tonk-Jaipur Road,https://stores.vmartretail.com/v-mart-tonk-jaipur-road-martha-colony-tonk-37248/home,"Martha Colony, Tonk",+917303486447,"Chawani-Jaipur Road, Chawani-Jaipur Road, Near Kamdhenu Circle, Martha Colony, Tonk, Rajasthan, 304001",Near Kamdhenu Circle
V-Mart - Hardoi-Lucknow Road,https://stores.vmartretail.com/v-mart-hardoi-lucknow-road-sadar-bazar-hardoi-30705/home,"Sadar Bazar, Hardoi",+917303630067,"Lucknow Road, Lucknow Road, Near Rani Saheb Katiyari Hospital, Sadar Bazar, Hardoi, Uttar Pradesh, 241001",Near Rani Saheb Katiyari Hospital
V-Mart - Kannauj,https://stores.vmartretail.com/v-mart-kannauj-makrand-nagar-kannauj-30750/home,"Makrand Nagar, Kannauj",+918448528657,"Makrand Nagar Road, Yusufpur Bhagwan, Yusufpur Bhagwan, Near Makrand Nagar, Makrand Nagar, Kannauj, Uttar Pradesh, 209725",Near Makrand Nagar
