store_name,store_linnk,store_locality,store_phone_numbers,store_address
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-radha-colony-guna-30473/home,Guna,0828 8048 094,"AB Road, Near SBI Bank (GBB Branch), Radha Colony, Guna, Madhya Pradesh 473001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-subhash-nagar-bhilwara-31538/home,Bhilwara,0978 4045 994,"Bioscope Mall, Ajmer Road, Subhash Nagar, Bhilwara, Rajasthan 311001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-gulamali-pura-bahraich-30480/home,Bahraich,0935 4938 566,"Nanpara Road, Near Mission Hospital, Gulamali Pura, Bahraich, Uttar Pradesh 271801"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-karan-nagar-kathua-37492/home,Kathua,0836 0133 074,"Opposite BDO Office, College Road, Karan Nagar, Kathua, Jammu and Kashmir 184101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-civil-lines-lalitpur-38561/home,Lalitpur,0939 9575 506,"Jail Chauraha, Jhansi Road, Opposite Ambedkar Park, Civil Lines, Lalitpur, Uttar Pradesh 284403"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-harihar-ganj-fatehpur-30525/home,Fatehpur,0817 8807 583,"Sagar Road, Near Sai Mandir, Harihar Ganj, Fatehpur, Uttar Pradesh 212665"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-narayanpura-chhatarpur-31104/home,Chhatarpur,0935 4938 573,"Plot No 95/85, 96/86 and 97/87, Ward No 1, Jawahar Marg, Nowgong Road, Near Bus Stand, Narayanpura, Chhatarpur, Madhya Pradesh 471001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-indira-nagar-raebareli-30573/home,Raebareli,0859 5918 010,"Ahmadpur Nazool, Kanal Road, Pargana, Vikas Colony, Indira Nagar, Raebareli, Uttar Pradesh 229001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-gandhi-nagar-chittorgarh-31537/home,Chittorgarh,0782 7880 753,"Ghatiyawali Road, Sector 5, Gandhi Nagar, Chittorgarh, Rajasthan 312001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-chopasni-housing-board-jodhpur-30253/home,Jodhpur,0721 7887 936,"Shop No B1, Store 6, Chopasani Road, Near Ashok Leyland, Chopasni Housing Board, Jodhpur, Rajasthan 342003"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-cantonment-jammu-30675/home,Jammu,0721 7888 124,"Shop No 373, Kunjwani Chowk, Main Road, Opposite Government Tube Well, Cantonment, Jammu, Jammu and Kashmir 180010"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-trikuta-nagar-jammu-30244/home,Jammu,0721 7888 013,"Bahu Plaza Complex, Opposite LIC Building, Trikuta Nagar, Jammu, Jammu and Kashmir 180015"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-suraj-nagar-jammu-30445/home,Jammu,0817 8024 127,"Talab Tillo Road, Near Nitco Lane, Suraj Nagar, Jammu, Jammu and Kashmir 180003"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-janipur-jammu-31102/home,JAMMU,0721 7888 300,"JP Square, Old Janipur Main Road, Near High Court Chowk, Revenue Village, Top Sherkania, Adjoining Hdfc Bank, Janipur, JAMMU, Jammu and Kashmir 180007"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-kankroli-rajsamand-42001/home,Rajsamand,0986 1944 691,"Nathdwara Road, Near TVS Chauraha, Kankroli, Rajsamand, Rajasthan 313333"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-vijay-talkies-chouraha-neemuch-30370/home,Neemuch,0721 7888 417,"Plot No 01 and 02, Ward No 15, Firoj Sah Road, Vijay Talkies Chouraha, Neemuch, Madhya Pradesh 458441"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-raghunathpura-udhampur-30563/home,Udhampur,0721 7888 303,"MH Road, Govind Chowk, Raghunathpura, Raghunathpura, Udhampur, Jammu and Kashmir 180021"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-old-ab-marg-biaora-37573/home,Biaora,0999 3957 426,"Old AB Road, Opposite Jama Masjid, Old AB Marg, Biaora, Madhya Pradesh 465674"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-civil-lines-faizabad-30308/home,Faizabad,0931 5913 436,"Sursari Colony, Civil Line, Civil Lines, Faizabad, Uttar Pradesh 224001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-thalanga-doda-37637/home,Doda,0700 6744 687,"Desa Road, Opposite Police Line, Thalanga, Doda, Jammu and Kashmir 182202"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-akhnoor-jammu-39566/home,Jammu,0904 1939 262,"Sungal Morh, Jourian Road, Akhnoor, Jammu, Jammu & Kashmir 181201"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-shastri-nagar-sultanpur-30252/home,Sultanpur,0800 5111 122,"Dariypur Tiraha, Allahabad Road, Near Dariyapur Tiraha, Shastri Nagar, Sultanpur, Uttar Pradesh 228001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bhatrewas-mandsaur-30479/home,Mandsaur,0782 7968 053,"Plot No 26 (Part), Nayapura Road, New Colony, Bhatrewas, Mandsaur, Madhya Pradesh 458002"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-padmakar-nagar-sagar-30189/home,Sagar,0721 7888 120,"Makronia Square, Makronia, Near HP Petrol Pump, Padmakar Nagar, Sagar, Madhya Pradesh 470004"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-sukher-udaipur-39058/home,Udaipur,0800 5534 200,"Urban Square Mall, Gaurav Path, Udhyog Vihar, Sukher, Udaipur, Rajasthan 313001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-rajeev-nagar-vidisha-30539/home,Vidisha,0931 1713 429,"Main Road, Civil Line, Durga Nagar, Rajeev Nagar, Vidisha, Madhya Pradesh 464001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-sector-11-udaipur-30305/home,Udaipur,0721 7888 146,"Shop No 138, 139, Machla Magra, Sector 11, Udaipur, Rajasthan 313001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-railway-colony-satna-30298/home,Satna,0721 7887 892,"Venus Treasure, Behind Circuit House, Railway Colony, Satna, Madhya Pradesh 485001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-madiya-pangarha-damoh-30331/home,Damoh,0782 7049 855,"Talkies Chouraha, Purana Thana Road, Damoh, Madiya Pangarha, Damoh, Madhya Pradesh 470661"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-civil-lines-prayagraj-30239/home,Prayagraj,0721 7887 988,"Shop No 2-A, JMD Bhawan, Stretchy Road, Civil Lines, Prayagraj, Uttar Pradesh 210001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-naini-prayagraj-30549/home,Prayagraj,0124 4555 100,"Daud Nagar, Near Mewalal Bagiya, Opposite Hotel India, Naini, Prayagraj, Uttar Pradesh 211008"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-jp-nagar-bhopal-30516/home,Bhopal,0124 4555 100,"Berasia Road, Qazi Camp, Raj Deo Colony, Congress Nagar, Near Reliance Petrol Pump, JP Nagar, Bhopal, Madhya Pradesh 462001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-dalogora-rajauri-30506/home,Rajauri,0,"Jawahar Nagar - Salani Link Road, National Highway 144A, Opposite PubLIC Health Engineering Department, Dalogora, Rajauri, Jammu and Kashmir 185131"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-maharana-pratap-nagar-bhopal-30378/home,Bhopal,0721 7887 870,"Plot Number 1, Near Indira Press Complex, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-nagda-ujjain-31103/home,Ujjain,0859 5918 007,"Ward No 13, Building No 187 and 188, Mahidpur Road, Nagda, Ujjain, Madhya Pradesh 456335"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-avadhpuri-colony-sehore-30248/home,Sehore,0828 7947 017,"Nirupam Yadav Trade Centre, Chanakyapuri, Avadhpuri Colony, Sehore, Madhya Pradesh 466001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-sarvdharm-colony-bhopal-30201/home,Bhopal,0721 7887 879,"Plot No 278 and 279, Rajharsh Road, Kolar Road, Opposite Wine Shop, Sarvdharm Colony, Bhopal, Madhya Pradesh 462042"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-tilak-nagar-rewa-30295/home,Rewa,0721 7887 875,"SPS Mall, Village Urahat, Huzur, Tilak Nagar, Rewa, Madhya Pradesh 486001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-jharra-tikuriya-katni-30276/home,Katni,0782 7049 853,"Ph No 42/45, Jabalpur Road, Bargawan, Beside Moon Filling Petrol Pump, Jharra Tikuriya, Katni, Madhya Pradesh 483501"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-freeganj-ujjain-30650/home,Ujjain,0721 7888 108,"Madhav Club Road, Adjoining Tejenkar Hospital, Freeganj, Ujjain, Madhya Pradesh 456010"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-shastri-nagar-ratlam-30418/home,Ratlam,0721 7888 302,"Deepak Picture Hall, Mahalla Aamlia, Sailana Road, Shastri Nagar, Ratlam, Madhya Pradesh 457001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-banswara-rural-banswara-39392/home,Banswara,0884 9414 551,"Lower Ground Floor, Vinod City Mall, Near Old Bus Stand, Banswara Rural, Banswara, Rajasthan 327001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-husainabad-jaunpur-31993/home,Jaunpur,0,"Pratap Colony, Olandganj Road, Near Jesis Chauraha, Husainabad, Jaunpur, Uttar Pradesh 222002"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-dayanand-nagar-gorakhpur-30606/home,Gorakhpur,0830 3008 844,"Gorakhpur - Sonauli Road, Near Anandlok Hospital, Dayanand Nagar, Gorakhpur, Uttar Pradesh 273015"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-gomti-nagar-dewas-41879/home,Dewas,0997 1278 768,"AB Road, Near Zudio, Gomti Nagar, Dewas, Madhya Pradesh 455001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-chargawa-gorakhpur-30592/home,Gorakhpur,0124 4555 100,"Medical College Road, Mughala Chauraha, Near City Hospital, Chargawa, Gorakhpur, Uttar Pradesh 273013"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bilandpur-gorakhpur-30352/home,Gorakhpur,0721 7888 107,"Ambedkar Chowk, Kachehari Road, Bilandpur, Gorakhpur, Uttar Pradesh 273001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-nai-basti-poonch-33680/home,Poonch,0901 8314 007,"Nakha Wali Road, Near District Court, Nai Basti, Poonch, Jammu and Kashmir 185101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-kunraghat-gorakhpur-38010/home,Gorakhpur,0798 3292 115,"Girdharganj, Deoria Road, Kunraghat, Gorakhpur, Uttar Pradesh 273008"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-hyderpora-srinagar-32107/home,Srinagar,0700 2404 445,"Srinagar Bypass Road, National Highway 1, Opposite Classic Hospital, Hyderpora, Srinagar, Jammu and Kashmir 190014"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-chinar-bagh-srinagar-34835/home,Srinagar,0700 2404 445,"Shop no 41, Bishember Nagar Rd, Near fountain Chowk, Chinar Bagh, Srinagar, Jammu and Kashmir 190001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-pura-jodhi-azamgarh-30533/home,Azamgarh,0798 5015 652,"Mukeriganj, Near Polytechnic Chauraha, Pura Jodhi, Azamgarh, Uttar Pradesh 276001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-civil-lines-azamgarh-30264/home,Azamgarh,0931 5961 623,"Gorakhpur Varanasi Marg, Marhaya, Ashok Building, Near Vodaofone Store, Civil Lines, Azamgarh, Uttar Pradesh 276001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-baraundha-mirzapur-30522/home,Mirzapur,0870 0279 972,"Pili Kothi, Station Road, Near Roadways Chauraha, Baraundha, Mirzapur, Uttar Pradesh 231001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-wright-town-jabalpur-30505/home,Jabalpur,0721 7888 299,"Shop No 932m Titanium, Near Maharashtra High School, Wright Town, Jabalpur, Madhya Pradesh 482002"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-vijay-nagar-indore-30376/home,Indore,0721 7887 950,"Mangal City Mall, Scheme 54 PU4, Circle, Mumbai - Agra National Highway, Vijay Nagar, Indore, Madhya Pradesh 452001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bargi-hills-jabalpur-38925/home,Jabalpur,0787 9153 318,"Puwara Medical, Tilwara Road, Near Tilwara Thana, Bargi Hills, Jabalpur, Madhya Pradesh 482003"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-mari-mata-square-indore-38517/home,Indore,0787 7963 658,"Shri Krishna Divine Mall, Marimata Chouraha, Mari Mata Square, Indore, Madhya Pradesh 452007"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-itarsi-hoshangabad-30425/home,Hoshangabad,0928 9293 674,"Deshbandhupura, Near Axis Bank, Itarsi, Hoshangabad, Madhya Pradesh 461111"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-tukoganj-indore-30558/home,Indore,0721 7888 155,"Shop No 16, Kranti Building, Yeshwant Niwas Road, Lad Colony, South Tukoganj, Tukoganj, Indore, Madhya Pradesh 452001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-narmada-nagar-indore-30316/home,Indore,0721 7888 122,"Annapurna Road, Near Chankyapuri Choraha, Narmada Nagar, Indore, Madhya Pradesh 452009"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bagatpur-varanasi-30667/home,Varanasi,0723 3085 550,"Shivpur Bypass Road, Chhatripur, Near Tarna Overbridge, Bagatpur, Varanasi, Uttar Pradesh 221003"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bhojuveer-varanasi-30319/home,Varanasi,0721 7888 165,"AS Tower, Kautilya Kon Road, Sikraul, Bhojuveer, Varanasi, Uttar Pradesh 221002"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-manduwadih-varanasi-30320/home,Varanasi,0973 0312 818,"Shivdaspur, Dlw Road, Opposite Divine Sainik School, Manduwadih, Varanasi, Uttar Pradesh 221103"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-paharia-varanasi-30413/home,Varanasi,0700 7405 819,"Super Market, Agrasen Nagar Colonypaharia Road, Opposite Pahariya Mandi, Paharia, Varanasi, Uttar Pradesh 221007"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-chitaipur-varanasi-33041/home,Varanasi,0919 8125 784,"Chunar Road, Near Kanchanpur Petrol Pump, Chitaipur, Varanasi, Uttar Pradesh 221004"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-pithampur-dhar-30208/home,Dhar,0859 5917 995,"Akoliya Main Road, Infront of Mukati Petrol Pump, Pithampur, Dhar, Madhya Pradesh 454775"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-saket-nagar-deoria-30265/home,Deoria,0817 8025 822,"Jalkal Road, Opposite Paramarthi Pokhar, Saket Nagar, Deoria, Uttar Pradesh 274001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-vatika-colony-padrauna-38008/home,Padrauna,0730 9691 358,"PD City Mall, Kasia Road, Vatika Colony, Padrauna, Uttar Pradesh 274304"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-imiliya-mau-30626/home,Mau,0935 4951 184,"Shiva Diagnostic Centre Imiliya, Bulaki Pura Imiliya, Opposite District Hosital, Imiliya, Mau, Uttar Pradesh 275101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-chungi-ghazipur-30559/home,Ghazipur,0817 8810 238,"Varanasi Road, Near Lanka Maidan, Chungi, Ghazipur, Uttar Pradesh 233001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-mairwa-siwan-30423/home,Siwan,0707 0172 999,"Station Road, Near Mairwa Block, Mairwa, Siwan, Bihar 841239"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-waidhan-sidhi-30490/home,Sidhi,0888 2429 971,"Thana Road, Near Udika Palace, Waidhan, Sidhi, Madhya Pradesh 486886"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bettiah-west-champaran-30212/home,West Champaran,0817 8039 053,"Supriya Cinema Road, Near HDFC Bank, Bettiah, West Champaran, Bihar 845438"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-kothi-bazar-betul-30335/home,Betul,0888 2429 973,"Cement Road, Durga Ward, Opposite Krishna Temple, Kothi Bazar, Betul, Madhya Pradesh 460001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-chhindwara-chhindwara-30241/home,Chhindwara,0828 7515 527,"Vidhya Complex, P G College Raod, Rautha Wada, Lalbagh, Sinchai Colony, Chhindwara, Chhindwara, Madhya Pradesh 480001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-buxar-nalanda-30475/home,Nalanda,0721 7887 930,"Rani Sathi Kothi, Charitra Van, Near Kunwar Vijay Talkies, Buxar, Nalanda, Bihar 802101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-kagzi-muhalla-siwan-30509/home,Siwan,0721 7888 068,"Ram Rajya Mod, Station Road, Purana Quilla, Purana Quilla, Kagzi Muhalla, Siwan, Bihar 841226"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-harpur-ballia-30342/home,Ballia,0931 1713 425,"NCC Tiraha, Opposite Indian Oil Petrol Pump, Harpur, Ballia, Uttar Pradesh 277001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-khandwa-east-nimar-30686/home,East Nimar,0817 8811 930,"Indra Chowk, Front of SN College, Khandwa, East Nimar, Madhya Pradesh 450001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-vishwa-sakha-nagar-khargone-38562/home,Khargone,0860 5606 622,"Gopal Kunj Complex, Bistan Road, Near Gopal Kunj Toll Kanta, Vishwa Sakha Nagar, Khargone, Madhya Pradesh 451001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-chhatauni-chowk-motihari-37639/home,Motihari,0774 5911 555,"NH28 A, Near Jaiswal Hotel, Chhatauni Chowk, Motihari, Bihar 845401"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-chhapra-saran-32531/home,Saran,0,"Main Road, Nagina Singh Colony, Near Gudri Chowk, Chhapra, Saran, Bihar 841301"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-arrah-bhojpur-30489/home,Bhojpur,0721 7887 961,"Plot No 3836, Circle No 236, Karman Tola, Station Road, Near Moti Mahal, Arrah, Bhojpur, Bihar 802301"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-burhanpur-east-nimar-30402/home,East Nimar,0935 4951 223,"Sindhi Basti Tulsi Mall, Lalbagh, Burhanpur, East Nimar, Madhya Pradesh 450331"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-new-area-aurangabad-31539/home,Aurangabad,0931 5880 848,"MG Road, New Area, Aurangabad, Bihar 824101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-danapur-patna-30512/home,Patna,0721 7887 927,"Saakaar Amrapali Gardens, Danapur Cannt Main Road, Danapur, Patna, Bihar 801503"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-laxmana-nagar-sitamarhi-30350/home,Sitamarhi,0930 8357 909,"Ganesha Cinema Road, Khemaka Colony, Near Hotel Ashirwad, Laxmana Nagar, Sitamarhi, Bihar 843302"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-mushahari-muzaffarpur-30517/home,Muzaffarpur,0721 7887 926,"Amaze Shopping Mall, Brahmpura, Near Government Bus, Mushahari, Muzaffarpur, Bihar 842002"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-indira-nagar-patna-30456/home,Patna,0721 7887 925,"Ground Floor and First Floor, Pandey Mall, Fraser Road, Old Jakkanpur, Indira Nagar, Patna, Bihar 800001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-zeromile-chowk-muzaffarpur-30458/home,Muzaffarpur,0730 1310 305,"Ahiyapur, Zero Mile Square, Near Poonam Marriage Hall, Zeromile Chowk, Muzaffarpur, Bihar 842001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-daltonganj-palamau-30698/home,Palamau,0620 6441 841,"Second Town, Redma, Near TVS Showroom, Daltonganj, Palamau, Jharkhand 822101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-ambikapur-surguja-30345/home,Surguja,0931 5475 979,"Shop No 48/4, Ring Road, Mission Chowk, Kedarpura, Ambikapur, Surguja, Chhattisgarh 497001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-kankarbagh-patna-30687/home,Patna,0721 7887 963,"Plot No 529-532, Ward No 24, Rajeshwar Commercial Complex, Prithavipur, Kankarbagh, Patna, Bihar 800001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-mushahari-muzaffarpur-30609/home,Muzaffarpur,0124 4555 100,"Ramdayalu Nagar Road, Aghoria Bazar, Near Zenith Bharat Petrol Pump, Mushahari, Muzaffarpur, Bihar 842002"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-musahri-muzaffarpur-30630/home,Muzaffarpur,0721 7887 959,"Amar Jyoti Cinema Compound, Haathi Chowk, Mahammadpur Kazi, Musahri, Muzaffarpur, Bihar 842001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-raghuji-nagar-nagpur-30261/home,Nagpur,0721 7888 452,"Shop No 183 and 184, Ayurvedic College Road, Raghuji Nagar, Nagpur, Maharashtra 440009"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-hajipur-vaishali-30394/home,Vaishali,0931 5913 454,"Navin Carnival Cinema, Ram Balak Chowk, Hajipur, Vaishali, Bihar 844101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-ramkrishan-nagar-patna-30250/home,Patna,0990 5275 795,"Patna Bypass Road, Khemnichak, East Lakshmi Nagar, Near Ford Hospital Khemnichak, Ramkrishan Nagar, Patna, Bihar 800027"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-sarkanda-bilaspur-30668/home,Bilaspur,0881 7630 265,"Seepat Road, Phase 2, Devnandan Nagar, Sarkanda, Bilaspur, Chhattisgarh 495006"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-talapara-bilaspur-30635/home,Bilaspur,0721 7888 080,"Hotel East Park, Agrasen Chowk, Talapara, Bilaspur, Chhattisgarh 495002"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-ap-colony-gaya-30446/home,Gaya,0798 7253 938,"AP Colony, Near Asha Singh More, AP Colony, Gaya, Bihar 823001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-manpur-gaya-37480/home,Gaya,0852 7703 229,"Dobhi Road, Lakhibag, Manpur, Gaya, Bihar 823001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-transport-nagar-korba-30339/home,Korba,0721 7888 141,"Stadium Road, Opposite Hotel Centre Point, Transport Nagar, Korba, Chhattisgarh 495677"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bhatapara-raipur-42301/home,Raipur,0877 0666 219,"Sadar Bazar, Main Road, Opposite City Garden, Bhatapara, Raipur, Chhattisgarh 493118"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-laheriasarai-darbhanga-30196/home,Darbhanga,0845 2842 235,"VIP Road, Balbhadurapur, Laharia Sari, Benta, Laheriasarai, Darbhanga, Bihar 846004"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bihar-sharif-nalanda-30403/home,Nalanda,0931 5484 492,"Sakunat Kala, Bihar Sharif, Nalanda, Bihar 803101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bhavara-madhubani-35110/home,Madhubani,0935 4727 824,"Kotwali Chowk, Near Durga Mandir, Bhavara, Madhubani, Bihar 847212"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bhilai-durg-32004/home,Durg,0900 9127 689,"Smriti Nagar, Near Hi-Tek Super Speciality Hospital, Bhilai, Durg, Chhattisgarh 490020"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-lakholi-rajnandgaon-30372/home,Rajnandgaon,0782 7940 196,"Ward No 6 ,Chouhan, Contractor Colony, Sirsa K, Near Ganj Circle, Lakholi, Rajnandgaon, Chhattisgarh 491441"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-bhilai-durg-30619/home,Durg,0721 7888 143,"Ward No 6, Chouhan, Contractor Colony, Sirsa K, Oppsite Maurya Talkies, Bhilai, Durg, Chhattisgarh 490001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-padmanabhpur-durg-39603/home,Durg,0912 3074 413,"Pulgaon Road, Near Maharaj Chowk, Padmanabhpur, Durg, Chhattisgarh 491001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-roh-nawada-32923/home,Nawada,0983 5998 046,"Gaya Road, Sadbhawna Chowk, Near Church, St. Joseph School, Roh, Nawada, Bihar 805110"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-pandri-raipur-30286/home,Raipur,0935 4575 156,"Pandri Main Road, Nardha - Raipur Marg, Near Landmark Hotel, Pandri, Raipur, Chhattisgarh 492004"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-mominpara-raipur-30647/home,Raipur,0721 7888 082,"Great Eastern Road, Amapara, Chowk, Rright Side Guru Ghasi Das Plaza, Mominpara, Raipur, Chhattisgarh 492001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-tagore-nagar-raipur-30205/home,Raipur,0935 4575 154,"Pujari Complex, Abhanpur Road, Near Pachpedi Naka, Tagore Nagar, Raipur, Chhattisgarh 492001"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-sarvodaya-nagar-begusarai-30670/home,Begusarai,0930 8461 665,"Barauni - Purnea Highway, Opposite Railway Station, Sarvodaya Nagar, Begusarai, Bihar 851101"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-ramgarh-chowk-lakhisarai-30644/home,Lakhisarai,0828 7515 540,"Khata No 466, Matharkhagur Mohalla, Ramgarh Chowk, Lakhisarai, Bihar 811311"
Vishal Mega Mart,https://stores.vishalmegamart.com/shopping-mart-pugmil-hazaribagh-34939/home,Hazaribagh,0860 5390 538,"Friends Colony, Noora Mandai Road, Opposite Police Line, Pugmil, Hazaribagh, Jharkhand 825301"
